"Source","Target"
"SJO","TGU"
"HLD","PEK"
"HRB","PEK"
"KWL","PEK"
"CCC","HAV"
"CCC","VRA"
"CYO","SCU"
"EZE","CCC"
"HAV","EZE"
"HAV","HOG"
"HAV","ORY"
"HAV","PTY"
"HAV","SCU"
"HAV","SNU"
"HOG","YUL"
"MAD","SCU"
"ORY","SCU"
"SCU","YUL"
"SNU","YUL"
"SNU","YYZ"
"VRA","YUL"
"YUL","CCC"
"YUL","CYO"
"BKI","HKG"
"BKK","KBV"
"BNE","HKG"
"BOM","HKG"
"CEB","HKG"
"CGK","HKG"
"CKG","HKG"
"DAC","HKG"
"EWR","HKG"
"HGH","HKG"
"HKG","JFK"
"HKG","KHH"
"HKG","KIX"
"HKG","KUL"
"HKG","LAX"
"HKG","LHR"
"HKG","MEL"
"HKG","MNL"
"HKG","NRT"
"HKG","ORD"
"HKG","PEK"
"HKG","PUS"
"HKG","PVG"
"HKG","SYD"
"HKG","WUH"
"HKG","YVR"
"HKG","YYZ"
"NGO","TPE"
"CDG","LCA"
"FRA","LCA"
"LCA","SKG"
"LCA","ZRH"
"BKI","SZX"
"CAN","CDG"
"CAN","CGO"
"CAN","CGQ"
"CAN","CZX"
"CAN","HAK"
"CAN","HET"
"CAN","HFE"
"CAN","HKG"
"CAN","HRB"
"CAN","JJN"
"CAN","KHN"
"CAN","KUL"
"CAN","KWE"
"CAN","MNL"
"CAN","NKG"
"CAN","NNG"
"CAN","NRT"
"CAN","PEK"
"CAN","PVG"
"CAN","RGN"
"CAN","SIN"
"CAN","SJW"
"CAN","TAO"
"CAN","TNA"
"CAN","WNZ"
"CAN","WUX"
"CAN","XIY"
"CAN","XMN"
"CAN","YNT"
"CAN","YNZ"
"CGK","XMN"
"CGO","CGQ"
"CGO","DLC"
"CGO","HAK"
"CGO","HKG"
"CGO","KHH"
"CGO","KWE"
"CGO","LHW"
"CGO","NNG"
"CGO","PEK"
"CGO","SHE"
"CGO","SZX"
"CGO","TAO"
"CGO","XMN"
"CGO","XNN"
"CGQ","PEK"
"CGQ","PVG"
"CGQ","TAO"
"CGQ","WUH"
"CJU","CSX"
"CKG","HAK"
"CKG","KHN"
"CKG","KWE"
"CKG","KWL"
"CKG","NNG"
"CKG","SYX"
"CKG","XMN"
"CKG","YIH"
"CSX","DYG"
"CSX","HFE"
"CSX","HGH"
"CSX","PEK"
"CSX","SHA"
"CSX","SYX"
"CSX","TAO"
"CSX","TNA"
"CSX","TPE"
"CSX","WNZ"
"CSX","XIY"
"CTU","FOC"
"CTU","KWL"
"CTU","SWA"
"CTU","YNT"
"CZX","SHE"
"CZX","SZX"
"DAT","TYN"
"DLC","ICN"
"DLC","KIX"
"DLC","NKG"
"DLC","NRT"
"DLC","PEK"
"DLC","SJW"
"DLC","SZX"
"DLC","TAO"
"DLC","TYN"
"DLC","WUH"
"DLC","XIY"
"DYG","PEK"
"DYU","URC"
"FOC","HAK"
"FOC","KWL"
"FOC","NKG"
"FOC","NNG"
"FOC","PEK"
"FOC","TNA"
"FOC","XIY"
"FOC","ZUH"
"GMP","PEK"
"HAK","KMG"
"HAK","NKG"
"HAK","PEK"
"HAK","SZX"
"HAK","ZUH"
"HET","HGH"
"HET","SHE"
"HET","TNA"
"HFE","SZX"
"HFE","XMN"
"HGH","JJN"
"HGH","LHW"
"HGH","LJG"
"HGH","MFM"
"HGH","NNG"
"HGH","PEK"
"HGH","SJW"
"HGH","SYX"
"HGH","TAO"
"HGH","TNA"
"HGH","TYN"
"HGH","XIY"
"HGH","XMN"
"HKG","XMN"
"HRB","NGB"
"HRB","NKG"
"HRB","PVG"
"HRB","SJW"
"HRB","SZX"
"HRB","TAO"
"HRB","TPE"
"HRB","YNT"
"HSN","JJN"
"ICN","PEK"
"ICN","YNJ"
"JJN","KWE"
"JJN","SHA"
"JJN","SZX"
"JJN","WUH"
"KHN","KMG"
"KHN","SZX"
"KHN","ZUH"
"KMG","KWL"
"KMG","LHW"
"KMG","NNG"
"KMG","SHA"
"KMG","SYX"
"KMG","SZX"
"KMG","TAO"
"KWE","LJG"
"KWE","PEK"
"KWE","PVG"
"KWE","SZX"
"KWE","WUH"
"KWE","XIY"
"KWE","ZUH"
"KWL","NGB"
"KWL","NKG"
"KWL","SZX"
"KWL","TPE"
"KWL","XIY"
"LHW","TNA"
"LUN","NBO"
"LXA","XIY"
"MFM","XMN"
"MNL","XMN"
"NGB","PEK"
"NGB","TAO"
"NGO","PVG"
"NKG","SZX"
"NKG","XIY"
"NKG","XMN"
"NNG","PEK"
"NNG","SHA"
"NNG","XMN"
"NRT","PEK"
"NRT","SHE"
"NTG","CAN"
"PEK","PVG"
"PEK","SEA"
"PEK","SHA"
"PEK","SHE"
"PEK","SWA"
"PEK","SYX"
"PEK","SZX"
"PEK","URC"
"PEK","WUH"
"PEK","XIY"
"PEK","XMN"
"PEK","XNN"
"PEK","YIW"
"PEK","YNJ"
"PEK","ZUH"
"PVG","NNG"
"PVG","SHE"
"PVG","SYX"
"PVG","SZX"
"PVG","XIY"
"SHA","SWA"
"SHA","URC"
"SHA","XIY"
"SHA","XMN"
"SHA","ZUH"
"SHE","SJW"
"SHE","TNA"
"SHE","WUH"
"SJW","SZX"
"SYX","SZX"
"SYX","XMN"
"SYX","ZUH"
"SZX","TAO"
"SZX","WNZ"
"SZX","WUH"
"SZX","WUX"
"SZX","XIY"
"SZX","XMN"
"TAO","TYN"
"TAO","XIY"
"TAO","XMN"
"TNA","URC"
"TNA","WUH"
"TNA","XMN"
"TPE","URC"
"TPE","WUH"
"TYN","URC"
"URC","XNN"
"UYN","XIY"
"WNZ","XIY"
"WUH","XMN"
"XMN","ZUH"
"YNZ","NTG"
"ZUH","PVG"
"DXB","HGA"
"JIB","DXB"
"JIB","MGQ"
"KUL","PVG"
"ACE","DUS"
"ACE","FUE"
"ACE","HAM"
"ACE","LEJ"
"ACE","LGW"
"ACE","MUC"
"ANU","FRA"
"AYT","DUS"
"AYT","HAM"
"AYT","LEJ"
"AYT","MUC"
"AYT","STR"
"BGI","FRA"
"CFU","FRA"
"CFU","HAM"
"CUN","LGW"
"DJE","DUS"
"DJE","MUC"
"DUS","CFU"
"DUS","FNC"
"DUS","FUE"
"DUS","HRG"
"DUS","KGS"
"DUS","LPA"
"DUS","RHO"
"DUS","TFS"
"FNC","LEJ"
"FNC","MUC"
"FRA","CHQ"
"FRA","HER"
"FRA","IBZ"
"FRA","NBO"
"FRA","PMI"
"FRA","TAB"
"FRA","YVR"
"FUE","HAM"
"FUE","LEJ"
"FUE","MUC"
"GLA","CUN"
"HAJ","HER"
"HAM","KGS"
"HAM","LPA"
"HAM","TFS"
"HER","LEJ"
"HER","STR"
"HOG","MBJ"
"IBZ","MUC"
"KGS","MUC"
"LEJ","CFU"
"LEJ","PMI"
"LEJ","TFS"
"LPA","MUC"
"MAN","MBJ"
"MAN","UVF"
"MBA","ZNZ"
"MUC","CFU"
"MUC","CHQ"
"MUC","PMI"
"MUC","PUJ"
"MUC","RHO"
"MUC","TFS"
"POP","ANU"
"PTY","SDQ"
"SXF","CFU"
"TAB","BGI"
"UVF","BGI"
"ZNZ","FRA"
"CEB","MNL"
"CRK","HKG"
"CRK","SIN"
"CKY","DKR"
"LOS","SSG"
"SSG","LBV"
"ABE","ATL"
"ACC","ROB"
"AGS","ATL"
"AMS","DMM"
"AMS","DOH"
"AMS","KWI"
"ANC","SEA"
"ATL","AVP"
"ATL","BMI"
"ATL","BRU"
"ATL","BTR"
"ATL","BTV"
"ATL","CAK"
"ATL","CHO"
"ATL","DAL"
"ATL","DSM"
"ATL","DUB"
"ATL","DUS"
"ATL","EYW"
"ATL","FAY"
"ATL","FNT"
"ATL","GRR"
"ATL","HOU"
"ATL","HPN"
"ATL","MAN"
"ATL","MDW"
"ATL","MGM"
"ATL","MHT"
"ATL","MLI"
"ATL","MOB"
"ATL","MSN"
"ATL","MUC"
"ATL","NAS"
"ATL","OAJ"
"ATL","PHF"
"ATL","PIA"
"ATL","PVD"
"ATL","SDF"
"ATL","SGF"
"ATL","SJO"
"ATL","SMF"
"ATL","STR"
"ATL","TLH"
"ATL","TUL"
"AUA","JFK"
"AUS","MCO"
"BDL","MCO"
"BNA","JFK"
"BNA","LGA"
"BNE","LAX"
"BOG","JFK"
"BOS","CHS"
"BOS","DTW"
"BOS","FCO"
"BOS","JAX"
"BOS","LAS"
"BOS","LGA"
"BOS","MCO"
"BOS","NAS"
"BOS","PLS"
"BOS","RDU"
"BRU","JFK"
"BUF","JFK"
"BWI","JFK"
"CAN","LAX"
"CDG","CMN"
"CDG","CVG"
"CDG","EWR"
"CDG","MSP"
"CDG","NIM"
"CDG","PIT"
"CDG","SLC"
"CHO","LGA"
"CHS","JFK"
"CLE","JFK"
"CLT","CVG"
"CLT","DTW"
"CLT","LGA"
"CLT","MSP"
"CLT","SLC"
"CMH","JFK"
"CMH","LGA"
"CUL","HMO"
"CUL","MTY"
"CUN","DTW"
"CUN","IND"
"CUN","LAX"
"CUN","MSP"
"CUN","RDU"
"CUN","SLC"
"CVG","CUN"
"CVG","DCA"
"CVG","DFW"
"CVG","JFK"
"CVG","ORD"
"CVG","PHL"
"CVG","YYZ"
"DAY","LGA"
"DCA","DTW"
"DCA","JFK"
"DCA","LGA"
"DCA","MEM"
"DCA","MSP"
"DCA","OMA"
"DEN","JFK"
"DFW","DTW"
"DFW","ICN"
"DFW","JFK"
"DFW","LGA"
"DFW","MEM"
"DFW","MSP"
"DFW","SLC"
"DFW","YYC"
"DMM","KWI"
"DOH","MCT"
"DTW","FRA"
"DTW","LGA"
"DTW","LHR"
"DTW","MEX"
"DTW","MIA"
"DTW","MTY"
"DTW","ORD"
"DTW","PDX"
"DTW","PEK"
"DTW","PHL"
"DTW","PHX"
"DTW","PVG"
"DTW","PWM"
"DTW","SAN"
"DTW","YUL"
"FAT","GDL"
"FCO","LAX"
"FCO","MIA"
"FLL","JFK"
"FLL","LGA"
"FLL","RDU"
"FLL","YYZ"
"FRA","JFK"
"GDL","ONT"
"GDL","ORD"
"GDL","SMF"
"GLA","MCO"
"GND","JFK"
"GRU","JFK"
"GSO","LGA"
"GUA","ATL"
"HMO","LAX"
"HNL","KIX"
"HNL","NGO"
"HNL","YVR"
"HPN","MCO"
"HRE","LUN"
"IAD","JFK"
"IAD","MEX"
"ICN","SFO"
"ILM","LGA"
"IND","JFK"
"JAX","JFK"
"JFK","LIR"
"JFK","MIA"
"JFK","NAS"
"JFK","NCE"
"JFK","NRT"
"JFK","ORF"
"JFK","PDX"
"JFK","PIT"
"JFK","PLS"
"JFK","PUJ"
"JFK","ROC"
"JFK","SAV"
"JFK","SDQ"
"JFK","SJO"
"JFK","SLC"
"JFK","STI"
"JFK","SYR"
"JFK","VCE"
"JFK","YYC"
"JRO","DAR"
"LAS","MAN"
"LAS","MEX"
"LAS","SEA"
"LAX","MEL"
"LAX","SYD"
"LAX","YEG"
"LGA","MCO"
"LGA","MIA"
"LGA","MSY"
"LGA","ORD"
"LGA","ORF"
"LGA","PIT"
"LGA","PWM"
"LGA","RDU"
"LGA","RIC"
"LGA","RSW"
"LGA","SDF"
"LGA","SRQ"
"LGA","STL"
"LGA","TPA"
"LGA","TYS"
"LGB","SLC"
"LHR","MSP"
"LIR","ATL"
"MAN","MCO"
"MBJ","ATL"
"MCO","MEX"
"MCO","RIC"
"MCO","SDQ"
"MEM","MSY"
"MEM","ORD"
"MEX","SFO"
"MIA","MID"
"MIA","MSP"
"MIA","SDQ"
"MNL","NGO"
"MNL","NRT"
"MSP","ORD"
"MSP","PHL"
"MSP","PHX"
"MSP","SAN"
"MSP","SFO"
"MSP","YYZ"
"MSY","SLC"
"MTY","CUU"
"NRT","PVG"
"ORD","SLC"
"PDX","SLC"
"PHL","RDU"
"PHL","SLC"
"PHX","SLC"
"PVG","SFO"
"PVR","SLC"
"ROR","NRT"
"SAN","SLC"
"SEA","SLC"
"SFO","HNL"
"SJD","SLC"
"SLC","CVG"
"STT","ATL"
"BKO","COO"
"BKO","DKR"
"BKO","OUA"
"BRU","DKR"
"COO","ABJ"
"COO","LBV"
"LAD","HRE"
"LUN","LAD"
"AKX","DME"
"AGP","CGN"
"AGP","HAM"
"AGP","HEL"
"AGP","LGW"
"AGP","MUC"
"ALC","HAM"
"ALC","LGW"
"ALC","MUC"
"AMS","ARN"
"ARN","RIX"
"ATH","OSL"
"BCN","HAM"
"BCN","HEL"
"BCN","LGW"
"BLL","OSL"
"BUD","HEL"
"CGN","TFS"
"CPH","FCO"
"CPH","HEL"
"CPH","OSL"
"CPH","PMI"
"CPH","RIX"
"DBV","HEL"
"DBV","LGW"
"FAO","LGW"
"FCO","HEL"
"FCO","LGW"
"HAM","OSL"
"HEL","NCE"
"HEL","OSL"
"HEL","PRG"
"LCA","LGW"
"LGW","NCE"
"LGW","TFS"
"LPA","SXF"
"OSL","RIX"
"SXF","TFS"
"TRD","CPH"
"DLC","NGB"
"NGB","SZX"
"DKR","FNA"
"BZV","PNR"
"DMK","HKT"
"CUN","MAD"
"MAD","PUJ"
"CIT","LED"
"DMB","DME"
"DMB","SVX"
"DME","KQT"
"KQT","CIT"
"KQT","DMB"
"LED","KQT"
"SVX","KQT"
"TJU","CIT"
"CPH","DUB"
"DUB","DUS"
"DUB","YYZ"
"ABJ","ACC"
"ALG","DXB"
"AMS","DXB"
"BAH","DXB"
"BKK","HKG"
"BNE","SIN"
"BOS","DXB"
"CAN","DXB"
"CCJ","DXB"
"CHC","SYD"
"CMB","MLE"
"COK","DXB"
"DAC","DXB"
"DFW","DXB"
"DOH","DXB"
"DXB","HKG"
"DXB","HYD"
"DXB","IAD"
"DXB","IAH"
"DXB","JFK"
"DXB","KBL"
"DXB","LAD"
"DXB","LAX"
"DXB","MAA"
"DXB","MLA"
"DXB","MNL"
"DXB","MXP"
"DXB","PEK"
"DXB","SEA"
"DXB","SFO"
"DXB","TRV"
"EZE","GIG"
"KUL","MEL"
"PER","SIN"
"SIN","SYD"
"DME","SKG"
"FRA","LIN"
"HBE","JED"
"HBE","KWI"
"AWZ","MHD"
"AWZ","SYZ"
"AWZ","THR"
"AZD","MHD"
"DXB","IKA"
"DYU","IKA"
"IFN","MHD"
"KIH","SYZ"
"MHD","MZR"
"MHD","RAS"
"MHD","SYZ"
"MHD","TBZ"
"MHD","THR"
"MHD","ZAH"
"MZR","IKA"
"SYZ","THR"
"TBZ","THR"
"GYE","PTY"
"LIM","UIO"
"ACC","FNA"
"ADD","BOM"
"ADD","CAN"
"ADD","DEL"
"ADD","DXB"
"ADD","FBM"
"ADD","FIH"
"ADD","JED"
"ADD","LLW"
"ADD","PEK"
"ARN","ADD"
"ARN","CPH"
"ARN","OSL"
"BKK","KUL"
"BKO","CKY"
"BLZ","ADD"
"BZV","ADD"
"COO","LFW"
"CPH","FRA"
"DLA","BGF"
"DXB","SIN"
"FIH","BZV"
"FRA","JED"
"FRA","TXL"
"FRA","VIE"
"GRU","LFW"
"IAD","ADD"
"JNB","WDH"
"KGL","BJM"
"LBV","LOS"
"LFW","ACC"
"LFW","GIG"
"LFW","OUA"
"LLW","LUN"
"LUN","BLZ"
"MEL","SIN"
"MUC","FRA"
"NLA","ADD"
"YYZ","ADD"
"ZNZ","ADD"
"BHY","CKG"
"CSX","NGB"
"CTU","JHG"
"FOC","KWE"
"AMD","AUH"
"AMS","LIS"
"AMS","OPO"
"ARN","BEG"
"ATH","AUH"
"AUH","BKK"
"AUH","BRU"
"AUH","CCJ"
"AUH","CDG"
"AUH","CGK"
"AUH","CMN"
"AUH","CTU"
"AUH","DMM"
"AUH","DUB"
"AUH","FCO"
"AUH","HKT"
"AUH","HYD"
"AUH","IAD"
"AUH","ISB"
"AUH","JFK"
"AUH","JNB"
"AUH","KHI"
"AUH","KRT"
"AUH","KUL"
"AUH","LCA"
"AUH","MAA"
"AUH","MEL"
"AUH","MLE"
"AUH","MSQ"
"AUH","MXP"
"AUH","NBO"
"AUH","ORD"
"AUH","SEZ"
"AUH","SYD"
"AUH","TRV"
"AUH","TXL"
"AUH","YYZ"
"BEG","FRA"
"BKK","LPQ"
"BRU","EWR"
"BUD","FCO"
"FCO","MLA"
"FCO","OTP"
"FCO","ZRH"
"HKG","AUH"
"MLE","HRI"
"FCO","GVA"
"FLR","GVA"
"CUN","PHL"
"CVG","DEN"
"DEN","DFW"
"DEN","DTW"
"DEN","LGA"
"DEN","MEM"
"DEN","MSP"
"DEN","MSY"
"DEN","PHX"
"DEN","SLC"
"MBJ","ORD"
"ORD","PVR"
"ORD","SJD"
"PHL","PUJ"
"PIT","PUJ"
"ATH","SOF"
"CDG","SOF"
"FCO","SOF"
"LCA","SOF"
"MXP","SOF"
"SOF","FRA"
"CNX","DMK"
"CNX","HKG"
"CSX","DMK"
"DMK","KBV"
"DMK","KUL"
"DMK","RGN"
"HKG","HKT"
"HKT","SIN"
"KWE","TPE"
"SJW","TPE"
"TSA","TSN"
"KBL","ESB"
"BGO","SVG"
"BGO","TRD"
"HEL","KEF"
"KEF","BGO"
"KEF","OSL"
"SVG","KEF"
"TRD","KEF"
"HKG","NAN"
"LAX","NAN"
"NAN","CHC"
"AMA","MDW"
"ATL","AUA"
"ATL","PUJ"
"AUS","DEN"
"AUS","SMF"
"BHM","MCO"
"BNA","MCO"
"BNA","PVD"
"BOS","BWI"
"BUF","MCO"
"BWI","CLT"
"BWI","DTW"
"BWI","PHX"
"BWI","RDU"
"BWI","SLC"
"CHS","TPA"
"CLE","DEN"
"CLT","MCO"
"CMH","RNO"
"CRP","LBB"
"CUN","DEN"
"DAL","SEA"
"DAL","SFO"
"DAL","SLC"
"DCA","RSW"
"DEN","BNA"
"DEN","IND"
"DEN","LAS"
"DEN","MCI"
"DEN","MCO"
"DEN","MDW"
"DEN","MKE"
"DEN","OKC"
"DEN","OMA"
"DEN","ORF"
"DEN","SAN"
"DEN","SJD"
"DEN","SNA"
"DEN","TPA"
"DFW","AUS"
"DSM","PHX"
"DTW","LAX"
"DTW","MDW"
"ELP","PHL"
"EWR","MSY"
"EYW","TPA"
"FLL","AUS"
"FLL","PHX"
"FLL","SFO"
"FLL","SJU"
"FLL","TPA"
"HOU","ISP"
"HOU","PVD"
"HRL","MAF"
"IND","MCO"
"IND","TPA"
"ISP","SNA"
"LAS","PHX"
"LAS","RDU"
"LAS","SLC"
"LAX","OAK"
"LAX","PWM"
"LBB","HRL"
"LIT","STL"
"MBJ","MCO"
"MCI","LAX"
"MCI","MCO"
"MCI","MSP"
"MCI","PHL"
"MCO","MEM"
"MCO","MKE"
"MCO","MSP"
"MCO","ORF"
"MCO","PHL"
"MCO","PHX"
"MCO","PIT"
"MCO","PVD"
"MCO","RDU"
"MCO","SAT"
"MCO","SDF"
"MCO","SJU"
"MDW","MSP"
"MEM","LAS"
"MEX","SNA"
"MHT","MSP"
"MKE","MSP"
"MKE","PHX"
"MSP","OAK"
"MSP","STL"
"MSY","AUS"
"OAK","CMH"
"OAK","OKC"
"OMA","SAN"
"PDX","DEN"
"PDX","OKC"
"PHL","DEN"
"PHL","FLL"
"PHL","ICT"
"PHL","PHX"
"PHX","ABQ"
"PHX","OAK"
"PHX","ONT"
"PHX","SAN"
"PHX","SJC"
"PHX","SNA"
"PVD","SAN"
"PVD","SLC"
"RDU","TPA"
"SAN","SDF"
"SAT","PHX"
"SFO","DEN"
"SFO","ORF"
"SJU","ONT"
"SLC","MHT"
"SLC","OAK"
"SLC","TUS"
"SMF","PHX"
"STL","DEN"
"STL","DFW"
"STL","DTW"
"STL","PHL"
"TPA","BDL"
"TPA","CMH"
"TPA","PDX"
"TPA","PHX"
"TPA","SEA"
"TPA","SJU"
"TUS","SJC"
"BKK","PVG"
"CGO","PVG"
"CGO","SHA"
"DYG","PVG"
"FOC","SHA"
"HAK","PVG"
"HET","HLD"
"HKG","NGB"
"HKG","NKG"
"HKG","SHA"
"HKT","PVG"
"HND","SHA"
"ICN","PVG"
"MFM","SHA"
"PUS","TAO"
"PVG","SWA"
"PVG","TSA"
"PVG","WUH"
"PVG","XMN"
"PVG","ZHA"
"SHA","LHW"
"SHA","SJW"
"SHA","TSN"
"SHA","WUH"
"SHA","YNT"
"ADE","MGQ"
"AHB","SAH"
"RIY","SHJ"
"ACE","BHX"
"ACE","DUB"
"ACE","MAN"
"ACE","ORK"
"AGP","DUB"
"AGP","ORK"
"AGP","PMI"
"AGP","SNN"
"AGP","TRF"
"ALC","BHX"
"ALC","BLL"
"ALC","DUB"
"ALC","TRF"
"ATH","CHQ"
"ATH","RHO"
"ATH","SKG"
"BCN","DUB"
"BCN","FCO"
"BCN","NDR"
"BCN","PMI"
"BCN","TFN"
"BES","MRS"
"BHX","DUB"
"BLQ","DUB"
"BOD","MRS"
"BRE","PMI"
"BRI","TRN"
"BRS","DUB"
"BRU","FCO"
"BRU","LIS"
"BUD","DUB"
"CGN","FAO"
"CHQ","SKG"
"DUB","EDI"
"DUB","FAO"
"DUB","FUE"
"DUB","IBZ"
"DUB","LGW"
"DUB","LIS"
"DUB","LPA"
"DUB","MAD"
"DUB","MAN"
"DUB","NCE"
"DUB","NCL"
"DUB","PMI"
"DUB","PRG"
"DUB","SXF"
"DUB","TFS"
"FAO","ORK"
"FAO","SNN"
"FCO","SUF"
"FUE","MAN"
"IBZ","MAD"
"IBZ","MAN"
"LIL","MRS"
"MAD","FUE"
"MAD","PMI"
"MAD","RAK"
"MAD","TFN"
"MAD","TNG"
"MAN","PMI"
"MAN","TFS"
"MRS","NTE"
"ORK","PMI"
"PMI","SVQ"
"CDG","DJE"
"CDG","MIR"
"SFA","TIP"
"TIP","TUN"
"YUL","TUN"
"KZN","LED"
"CTS","SDJ"
"FUK","SDJ"
"JHB","KBR"
"LGK","PEN"
"AMM","DXB"
"DMM","DXB"
"DXB","EBL"
"DXB","JED"
"DXB","KHI"
"DXB","KRT"
"DXB","KWI"
"DXB","MCT"
"DXB","MED"
"DXB","SAH"
"DXB","SKT"
"AEP","GRU"
"AJU","SSA"
"BEL","FOR"
"BEL","MAB"
"BEL","MAO"
"BPS","CNF"
"BPS","SSA"
"BSB","CGB"
"BSB","CNF"
"BSB","GRU"
"BSB","MAB"
"BSB","PMW"
"BSB","VCP"
"CGB","CGR"
"CGB","GRU"
"CGB","PVH"
"CGH","SDU"
"CGR","GRU"
"CNF","GRU"
"CNF","GYN"
"CNF","REC"
"CNF","SDU"
"CNF","SSA"
"CNF","UDI"
"CNF","VCP"
"CNF","VIX"
"CWB","BSB"
"CWB","GRU"
"CWB","IGU"
"CWB","LDB"
"CWB","VCP"
"DTW","GRU"
"EZE","GRU"
"FOR","NAT"
"FOR","REC"
"FOR","SLZ"
"FOR","THE"
"GIG","CWB"
"GIG","GRU"
"GIG","SDQ"
"GIG","VCP"
"GRU","GYN"
"GRU","MVD"
"GRU","POA"
"GRU","REC"
"GRU","SDQ"
"GRU","SDU"
"GRU","SSA"
"GRU","UDI"
"MAO","GRU"
"MAO","PVH"
"MVD","POA"
"REC","SSA"
"SDU","VIX"
"SSA","VIX"
"EUG","LAX"
"LAS","AUS"
"LAS","RNO"
"SFB","SPI"
"AMD","CCU"
"BOM","SXR"
"CCU","NAG"
"DEL","GOI"
"MAA","PNQ"
"NAG","PNQ"
"PAT","IXR"
"CCJ","SHJ"
"HYD","SHJ"
"MAA","SHJ"
"SHJ","TRV"
"BOM","SIN"
"BWN","CGK"
"BWN","SUB"
"CAN","CGK"
"CGK","MNL"
"CGK","PER"
"DPS","HKG"
"SIN","SUB"
"CKG","TSA"
"CSX","KHH"
"DYG","TPE"
"FOC","KHH"
"FOC","TSA"
"ISG","TPE"
"KHH","MFM"
"KHH","NNG"
"KHH","XMN"
"MFM","RMQ"
"MFM","TPE"
"OKA","TPE"
"RMQ","XMN"
"ROR","TPE"
"TPE","WUX"
"BAH","BOM"
"BAH","DWC"
"DEL","BAH"
"CTS","NGO"
"FUK","NGO"
"FUK","NRT"
"NRT","OKA"
"ATH","HER"
"HER","KGS"
"HER","MJT"
"HER","RHO"
"MJT","RHO"
"ZTH","EFL"
"BAV","TSN"
"BAV","XIY"
"CGO","DSN"
"CGO","KWL"
"CGO","SYX"
"CGO","TSN"
"CGQ","TSN"
"CJU","TSN"
"CSX","HAK"
"CSX","NNG"
"CSX","SWA"
"DNH","LHW"
"DSN","XIY"
"FOC","TAO"
"HAK","NNG"
"HET","TGO"
"HET","XIL"
"HFE","TAO"
"HFE","XIY"
"HGH","WUH"
"HMI","URC"
"ICN","TSN"
"KHN","NNG"
"KRL","URC"
"KWE","KWL"
"KWE","NNG"
"LHW","TYN"
"LHW","XIY"
"NGB","SWA"
"NGB","TSN"
"NKG","SWA"
"SJW","TAO"
"SWA","YIW"
"SYX","WUH"
"TAO","TSN"
"TAO","WNZ"
"TSN","WUH"
"TSN","YNT"
"ANF","IQQ"
"IQQ","SCL"
"PMC","PUQ"
"SCL","PMC"
"CTS","HNL"
"FUK","HNL"
"HND","HNL"
"HNL","AKL"
"HNL","ICN"
"HNL","LAS"
"HNL","PDX"
"HNL","PEK"
"HNL","PHX"
"HNL","SAN"
"HNL","SDJ"
"HNL","SYD"
"HNL","TPE"
"OGG","SEA"
"CTS","HND"
"CTS","UKB"
"ABJ","CKY"
"ABJ","DKR"
"ABJ","LFW"
"BKO","ABJ"
"LBV","PNR"
"AGP","VIE"
"CFU","VIE"
"CHQ","VIE"
"CLY","SZG"
"FNC","VIE"
"GRZ","HER"
"GRZ","PMI"
"GRZ","TFS"
"HER","LNZ"
"HER","SZG"
"JMK","VIE"
"JTR","VIE"
"KLX","VIE"
"LCA","VIE"
"LNZ","PMI"
"LPA","SZG"
"LPA","VIE"
"MAD","VIE"
"MLA","VIE"
"MUC","VIE"
"MXP","VIE"
"NCE","VIE"
"OLB","VIE"
"PMI","SZG"
"PMI","VIE"
"RHO","VIE"
"SKG","VIE"
"SZG","TFS"
"SZG","VIE"
"TFS","VIE"
"VIE","VLC"
"VIE","VOL"
"VIE","ZRH"
"VIE","ZTH"
"KBL","MZR"
"CJU","PVG"
"CNX","PVG"
"CSX","KWE"
"CSX","LJG"
"CSX","PVG"
"HAK","SHA"
"LJG","WUH"
"PVG","TSN"
"SHA","SYX"
"SHA","TYN"
"SHA","WNZ"
"AGA","BRU"
"AGP","BRU"
"AGP","LIL"
"BRU","ACE"
"BRU","HER"
"BRU","JMK"
"BRU","PMI"
"BRU","RAK"
"FAO","AGP"
"FUE","BRU"
"FUE","TFS"
"IBZ","MAH"
"JMK","JTR"
"JTR","BRU"
"LGG","AGA"
"LGG","HER"
"LIL","FAO"
"LIL","FUE"
"LIL","RHO"
"TFS","LIL"
"AUH","GVA"
"AUH","PVG"
"BAV","PEK"
"BCN","BRU"
"BKK","NNG"
"BKK","PEK"
"BRU","MAD"
"CAN","FOC"
"CAN","NGB"
"CAN","SYX"
"CAN","TYN"
"CAN","URC"
"CAN","YIH"
"CGO","FOC"
"CGO","HET"
"CIH","PEK"
"CIH","TYN"
"CKG","LHW"
"CKG","WNZ"
"CSX","HET"
"CSX","LHW"
"CSX","TYN"
"DLC","HFE"
"DUS","TXL"
"FOC","HFE"
"FOC","HKG"
"HAK","HKG"
"HAK","KWE"
"HAK","KWL"
"HAK","SIN"
"HAK","TPE"
"HAK","WUH"
"HAK","XMN"
"HET","PEK"
"HET","XIY"
"HFE","HRB"
"HFE","TYN"
"HKT","PEK"
"HRB","KHN"
"KHN","PEK"
"KHN","XIY"
"KHN","XMN"
"KWE","SYX"
"LHW","PEK"
"LHW","PVG"
"LHW","TSN"
"MUC","TXL"
"NDG","PEK"
"OVB","URC"
"PEK","PUS"
"PEK","SVO"
"PEK","TXL"
"PEK","WNZ"
"PEK","WUA"
"PEK","YIH"
"SCN","TXL"
"SHE","XMN"
