source,target,weight
New Haven-Milford; CT,North Port-Sarasota-Bradenton; FL,103
New Haven-Milford; CT,Norwich-New London; CT,268
New Haven-Milford; CT,Ocala; FL,25
New Haven-Milford; CT,Oklahoma City; OK,11
New Haven-Milford; CT,Omaha-Council Bluffs; NE-IA,10
New Haven-Milford; CT,Orlando-Kissimmee-Sanford; FL,217
New Haven-Milford; CT,Palm Bay-Melbourne-Titusville; FL,46
New Haven-Milford; CT,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,236
New Haven-Milford; CT,Phoenix-Mesa-Scottsdale; AZ,79
New Haven-Milford; CT,Pittsburgh; PA,34
New Haven-Milford; CT,Pittsfield; MA,27
New Haven-Milford; CT,Portland-South Portland; ME,64
New Haven-Milford; CT,Portland-Vancouver-Hillsboro; OR-WA,20
New Haven-Milford; CT,Port St. Lucie; FL,80
New Haven-Milford; CT,Providence-Warwick; RI-MA,216
New Haven-Milford; CT,Punta Gorda; FL,34
New Haven-Milford; CT,Raleigh; NC,77
New Haven-Milford; CT,Richmond; VA,18
New Haven-Milford; CT,Riverside-San Bernardino-Ontario; CA,35
New Haven-Milford; CT,Rochester; NY,25
New Haven-Milford; CT,Rutland; VT,11
New Haven-Milford; CT,Sacramento--Roseville--Arden-Arcade; CA,15
New Haven-Milford; CT,St. Louis; MO-IL,24
New Haven-Milford; CT,Salisbury; MD-DE,13
New Haven-Milford; CT,Salt Lake City; UT,20
New Haven-Milford; CT,San Antonio-New Braunfels; TX,30
New Haven-Milford; CT,San Diego-Carlsbad; CA,101
New Haven-Milford; CT,San Francisco-Oakland-Hayward; CA,151
New Haven-Milford; CT,San Jose-Sunnyvale-Santa Clara; CA,44
New Haven-Milford; CT,Savannah; GA,14
New Haven-Milford; CT,Scranton--Wilkes-Barre--Hazleton; PA,20
New Haven-Milford; CT,Seattle-Tacoma-Bellevue; WA,79
New Haven-Milford; CT,Sebastian-Vero Beach; FL,30
New Haven-Milford; CT,South Bend-Mishawaka; IN-MI,11
New Haven-Milford; CT,Spartanburg; SC,13
New Haven-Milford; CT,Springfield; MA,95
New Haven-Milford; CT,Syracuse; NY,17
New Haven-Milford; CT,Tampa-St. Petersburg-Clearwater; FL,216
New Haven-Milford; CT,The Villages; FL,42
New Haven-Milford; CT,Torrington; CT,938
New Haven-Milford; CT,Trenton; NJ,30
New Haven-Milford; CT,Tucson; AZ,30
New Haven-Milford; CT,Urban Honolulu; HI,21
New Haven-Milford; CT,Virginia Beach-Norfolk-Newport News; VA-NC,46
New Haven-Milford; CT,Washington-Arlington-Alexandria; DC-VA-MD-WV,327
New Haven-Milford; CT,Wilmington; NC,15
New Haven-Milford; CT,Winston-Salem; NC,19
New Haven-Milford; CT,Worcester; MA-CT,126
New Orleans-Metairie; LA,Albuquerque; NM,10
New Orleans-Metairie; LA,Alexandria; LA,68
New Orleans-Metairie; LA,Anchorage; AK,12
New Orleans-Metairie; LA,Ann Arbor; MI,14
New Orleans-Metairie; LA,Asheville; NC,16
New Orleans-Metairie; LA,Atlanta-Sandy Springs-Roswell; GA,540
New Orleans-Metairie; LA,Austin-Round Rock; TX,260
New Orleans-Metairie; LA,Baltimore-Columbia-Towson; MD,51
New Orleans-Metairie; LA,Baton Rouge; LA,1818
New Orleans-Metairie; LA,Beaumont-Port Arthur; TX,29
New Orleans-Metairie; LA,Birmingham-Hoover; AL,57
New Orleans-Metairie; LA,Bogalusa; LA,216
New Orleans-Metairie; LA,Boston-Cambridge-Newton; MA-NH,68
New Orleans-Metairie; LA,Bridgeport-Stamford-Norwalk; CT,12
New Orleans-Metairie; LA,Cape Coral-Fort Myers; FL,33
New Orleans-Metairie; LA,Charlotte-Concord-Gastonia; NC-SC,45
New Orleans-Metairie; LA,Chattanooga; TN-GA,10
New Orleans-Metairie; LA,Chicago-Naperville-Elgin; IL-IN-WI,155
New Orleans-Metairie; LA,Cincinnati; OH-KY-IN,10
New Orleans-Metairie; LA,Cleveland-Elyria; OH,13
New Orleans-Metairie; LA,Colorado Springs; CO,21
New Orleans-Metairie; LA,Columbus; OH,32
New Orleans-Metairie; LA,Crestview-Fort Walton Beach-Destin; FL,41
New Orleans-Metairie; LA,Dallas-Fort Worth-Arlington; TX,708
New Orleans-Metairie; LA,Daphne-Fairhope-Foley; AL,65
New Orleans-Metairie; LA,Deltona-Daytona Beach-Ormond Beach; FL,21
New Orleans-Metairie; LA,Denver-Aurora-Lakewood; CO,112
New Orleans-Metairie; LA,Detroit-Warren-Dearborn; MI,61
New Orleans-Metairie; LA,Durham-Chapel Hill; NC,17
New Orleans-Metairie; LA,El Paso; TX,14
New Orleans-Metairie; LA,Grand Rapids-Wyoming; MI,11
New Orleans-Metairie; LA,Greenville-Anderson-Mauldin; SC,10
New Orleans-Metairie; LA,Gulfport-Biloxi-Pascagoula; MS,524
New Orleans-Metairie; LA,Hammond; LA,861
New Orleans-Metairie; LA,Hartford-West Hartford-East Hartford; CT,10
New Orleans-Metairie; LA,Hattiesburg; MS,58
New Orleans-Metairie; LA,Houma-Thibodaux; LA,482
New Orleans-Metairie; LA,Houston-The Woodlands-Sugar Land; TX,1468
New Orleans-Metairie; LA,Indianapolis-Carmel-Anderson; IN,19
New Orleans-Metairie; LA,Jackson; MS,91
New Orleans-Metairie; LA,Jacksonville; FL,78
New Orleans-Metairie; LA,Jacksonville; NC,35
New Orleans-Metairie; LA,Kansas City; MO-KS,27
New Orleans-Metairie; LA,Killeen-Temple; TX,29
New Orleans-Metairie; LA,Knoxville; TN,11
New Orleans-Metairie; LA,Lafayette; LA,357
New Orleans-Metairie; LA,Lake Charles; LA,86
New Orleans-Metairie; LA,Lakeland-Winter Haven; FL,10
New Orleans-Metairie; LA,Las Vegas-Henderson-Paradise; NV,75
New Orleans-Metairie; LA,Little Rock-North Little Rock-Conway; AR,31
New Orleans-Metairie; LA,Los Angeles-Long Beach-Anaheim; CA,257
New Orleans-Metairie; LA,Louisville/Jefferson County; KY-IN,13
New Orleans-Metairie; LA,McComb; MS,42
New Orleans-Metairie; LA,Memphis; TN-MS-AR,81
New Orleans-Metairie; LA,Miami-Fort Lauderdale-West Palm Beach; FL,344
New Orleans-Metairie; LA,Milwaukee-Waukesha-West Allis; WI,13
New Orleans-Metairie; LA,Minneapolis-St. Paul-Bloomington; MN-WI,19
New Orleans-Metairie; LA,Mobile; AL,110
New Orleans-Metairie; LA,Monroe; LA,70
New Orleans-Metairie; LA,Montgomery; AL,13
New Orleans-Metairie; LA,Morgan City; LA,64
New Orleans-Metairie; LA,Naples-Immokalee-Marco Island; FL,14
New Orleans-Metairie; LA,Nashville-Davidson--Murfreesboro--Franklin; TN,62
New Orleans-Metairie; LA,Natchitoches; LA,11
New Orleans-Metairie; LA,New York-Newark-Jersey City; NY-NJ-PA,320
New Orleans-Metairie; LA,Oklahoma City; OK,23
New Orleans-Metairie; LA,Omaha-Council Bluffs; NE-IA,10
New Orleans-Metairie; LA,Opelousas; LA,52
New Orleans-Metairie; LA,Orlando-Kissimmee-Sanford; FL,93
New Orleans-Metairie; LA,Panama City; FL,10
New Orleans-Metairie; LA,Pensacola-Ferry Pass-Brent; FL,110
New Orleans-Metairie; LA,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,54
New Orleans-Metairie; LA,Phoenix-Mesa-Scottsdale; AZ,73
New Orleans-Metairie; LA,Picayune; MS,316
New Orleans-Metairie; LA,Pittsburgh; PA,21
New Orleans-Metairie; LA,Portland-South Portland; ME,10
New Orleans-Metairie; LA,Portland-Vancouver-Hillsboro; OR-WA,28
New Orleans-Metairie; LA,Raleigh; NC,11
New Orleans-Metairie; LA,Richmond; VA,12
New Orleans-Metairie; LA,Riverside-San Bernardino-Ontario; CA,56
New Orleans-Metairie; LA,Rochester; NY,10
New Orleans-Metairie; LA,Sacramento--Roseville--Arden-Arcade; CA,11
New Orleans-Metairie; LA,St. Louis; MO-IL,44
New Orleans-Metairie; LA,San Antonio-New Braunfels; TX,114
New Orleans-Metairie; LA,San Diego-Carlsbad; CA,156
New Orleans-Metairie; LA,San Francisco-Oakland-Hayward; CA,132
New Orleans-Metairie; LA,San Jose-Sunnyvale-Santa Clara; CA,28
New Orleans-Metairie; LA,Savannah; GA,13
New Orleans-Metairie; LA,Seattle-Tacoma-Bellevue; WA,104
New Orleans-Metairie; LA,Shreveport-Bossier City; LA,134
New Orleans-Metairie; LA,Tallahassee; FL,15
New Orleans-Metairie; LA,Tampa-St. Petersburg-Clearwater; FL,147
New Orleans-Metairie; LA,Tulsa; OK,10
New Orleans-Metairie; LA,Urban Honolulu; HI,36
New Orleans-Metairie; LA,Virginia Beach-Norfolk-Newport News; VA-NC,36
New Orleans-Metairie; LA,Washington-Arlington-Alexandria; DC-VA-MD-WV,232
New Philadelphia-Dover; OH,Akron; OH,78
New Philadelphia-Dover; OH,Cambridge; OH,29
New Philadelphia-Dover; OH,Canton-Massillon; OH,451
New Philadelphia-Dover; OH,Cleveland-Elyria; OH,54
New Philadelphia-Dover; OH,Columbus; OH,48
New Philadelphia-Dover; OH,Coshocton; OH,114
New Philadelphia-Dover; OH,Phoenix-Mesa-Scottsdale; AZ,12
New Philadelphia-Dover; OH,Wooster; OH,43
New Philadelphia-Dover; OH,Zanesville; OH,17
Newport; OR,Albany; OR,77
Newport; OR,Astoria; OR,14
Newport; OR,Bend-Redmond; OR,73
Newport; OR,Coos Bay; OR,16
Newport; OR,Corvallis; OR,68
Newport; OR,Eugene; OR,97
Newport; OR,Grants Pass; OR,13
Newport; OR,Hermiston-Pendleton; OR,13
Newport; OR,Kahului-Wailuku-Lahaina; HI,10
Newport; OR,Las Vegas-Henderson-Paradise; NV,16
Newport; OR,Los Angeles-Long Beach-Anaheim; CA,13
Newport; OR,Medford; OR,17
Newport; OR,Phoenix-Mesa-Scottsdale; AZ,18
Newport; OR,Portland-Vancouver-Hillsboro; OR-WA,294
Newport; OR,Riverside-San Bernardino-Ontario; CA,10
Newport; OR,Roseburg; OR,25
Newport; OR,Salem; OR,127
Newport; OR,Seattle-Tacoma-Bellevue; WA,54
Newport; OR,Spokane-Spokane Valley; WA,10
Newport; TN,Greeneville; TN,32
Newport; TN,Johnson City; TN,13
Newport; TN,Knoxville; TN,50
Newport; TN,Morristown; TN,173
Newport; TN,Sevierville; TN,127
Newton; IA,Ames; IA,23
Newton; IA,Cedar Rapids; IA,13
Newton; IA,Des Moines-West Des Moines; IA,320
Newton; IA,Iowa City; IA,10
Newton; IA,Marshalltown; IA,36
Newton; IA,Oskaloosa; IA,12
New Ulm; MN,Mankato-North Mankato; MN,137
New Ulm; MN,Minneapolis-St. Paul-Bloomington; MN-WI,106
New Ulm; MN,Rochester; MN,11
New Ulm; MN,Willmar; MN,10
New York-Newark-Jersey City; NY-NJ-PA,Akron; OH,68
New York-Newark-Jersey City; NY-NJ-PA,Albany-Schenectady-Troy; NY,2286
New York-Newark-Jersey City; NY-NJ-PA,Albuquerque; NM,115
New York-Newark-Jersey City; NY-NJ-PA,Allentown-Bethlehem-Easton; PA-NJ,4207
New York-Newark-Jersey City; NY-NJ-PA,Amsterdam; NY,15
New York-Newark-Jersey City; NY-NJ-PA,Anchorage; AK,61
New York-Newark-Jersey City; NY-NJ-PA,Ann Arbor; MI,248
New York-Newark-Jersey City; NY-NJ-PA,Asheville; NC,137
New York-Newark-Jersey City; NY-NJ-PA,Athens-Clarke County; GA,22
New York-Newark-Jersey City; NY-NJ-PA,Atlanta-Sandy Springs-Roswell; GA,5211
New York-Newark-Jersey City; NY-NJ-PA,Atlantic City-Hammonton; NJ,866
New York-Newark-Jersey City; NY-NJ-PA,Auburn; NY,10
New York-Newark-Jersey City; NY-NJ-PA,Augusta-Richmond County; GA-SC,79
New York-Newark-Jersey City; NY-NJ-PA,Austin-Round Rock; TX,4765
New York-Newark-Jersey City; NY-NJ-PA,Bakersfield; CA,45
New York-Newark-Jersey City; NY-NJ-PA,Baltimore-Columbia-Towson; MD,2570
New York-Newark-Jersey City; NY-NJ-PA,Barnstable Town; MA,334
New York-Newark-Jersey City; NY-NJ-PA,Barre; VT,11
New York-Newark-Jersey City; NY-NJ-PA,Baton Rouge; LA,52
New York-Newark-Jersey City; NY-NJ-PA,Beaumont-Port Arthur; TX,10
New York-Newark-Jersey City; NY-NJ-PA,Bellingham; WA,13
New York-Newark-Jersey City; NY-NJ-PA,Bennington; VT,35
New York-Newark-Jersey City; NY-NJ-PA,Binghamton; NY,439
New York-Newark-Jersey City; NY-NJ-PA,Birmingham-Hoover; AL,120
New York-Newark-Jersey City; NY-NJ-PA,Bloomington; IL,56
New York-Newark-Jersey City; NY-NJ-PA,Bloomington; IN,26
New York-Newark-Jersey City; NY-NJ-PA,Boise City; ID,13
New York-Newark-Jersey City; NY-NJ-PA,Boston-Cambridge-Newton; MA-NH,6295
New York-Newark-Jersey City; NY-NJ-PA,Boulder; CO,277
New York-Newark-Jersey City; NY-NJ-PA,Bowling Green; KY,10
New York-Newark-Jersey City; NY-NJ-PA,Bozeman; MT,11
New York-Newark-Jersey City; NY-NJ-PA,Bremerton-Silverdale; WA,21
New York-Newark-Jersey City; NY-NJ-PA,Bridgeport-Stamford-Norwalk; CT,6649
New York-Newark-Jersey City; NY-NJ-PA,Buffalo-Cheektowaga-Niagara Falls; NY,873
New York-Newark-Jersey City; NY-NJ-PA,Burlington; NC,32
New York-Newark-Jersey City; NY-NJ-PA,Burlington-South Burlington; VT,162
New York-Newark-Jersey City; NY-NJ-PA,Canton-Massillon; OH,10
New York-Newark-Jersey City; NY-NJ-PA,Cape Coral-Fort Myers; FL,1324
New York-Newark-Jersey City; NY-NJ-PA,Champaign-Urbana; IL,17
New York-Newark-Jersey City; NY-NJ-PA,Charleston; WV,24
New York-Newark-Jersey City; NY-NJ-PA,Charleston-North Charleston; SC,610
New York-Newark-Jersey City; NY-NJ-PA,Charlotte-Concord-Gastonia; NC-SC,2919
New York-Newark-Jersey City; NY-NJ-PA,Charlottesville; VA,116
New York-Newark-Jersey City; NY-NJ-PA,Chattanooga; TN-GA,46
New York-Newark-Jersey City; NY-NJ-PA,Chicago-Naperville-Elgin; IL-IN-WI,4000
New York-Newark-Jersey City; NY-NJ-PA,Cincinnati; OH-KY-IN,363
New York-Newark-Jersey City; NY-NJ-PA,Claremont-Lebanon; NH-VT,101
New York-Newark-Jersey City; NY-NJ-PA,Clarksville; TN-KY,99
New York-Newark-Jersey City; NY-NJ-PA,Cleveland-Elyria; OH,541
New York-Newark-Jersey City; NY-NJ-PA,Colorado Springs; CO,235
New York-Newark-Jersey City; NY-NJ-PA,Columbia; MO,10
New York-Newark-Jersey City; NY-NJ-PA,Columbia; SC,311
New York-Newark-Jersey City; NY-NJ-PA,Columbus; GA-AL,170
New York-Newark-Jersey City; NY-NJ-PA,Columbus; OH,799
New York-Newark-Jersey City; NY-NJ-PA,Concord; NH,29
New York-Newark-Jersey City; NY-NJ-PA,Corpus Christi; TX,11
New York-Newark-Jersey City; NY-NJ-PA,Crestview-Fort Walton Beach-Destin; FL,37
New York-Newark-Jersey City; NY-NJ-PA,Dallas-Fort Worth-Arlington; TX,2848
New York-Newark-Jersey City; NY-NJ-PA,Dayton; OH,56
New York-Newark-Jersey City; NY-NJ-PA,Deltona-Daytona Beach-Ormond Beach; FL,1114
New York-Newark-Jersey City; NY-NJ-PA,Denver-Aurora-Lakewood; CO,974
New York-Newark-Jersey City; NY-NJ-PA,Des Moines-West Des Moines; IA,39
New York-Newark-Jersey City; NY-NJ-PA,Detroit-Warren-Dearborn; MI,901
New York-Newark-Jersey City; NY-NJ-PA,Dover; DE,289
New York-Newark-Jersey City; NY-NJ-PA,Dunn; NC,12
New York-Newark-Jersey City; NY-NJ-PA,Durham-Chapel Hill; NC,642
New York-Newark-Jersey City; NY-NJ-PA,East Stroudsburg; PA,1633
New York-Newark-Jersey City; NY-NJ-PA,Edwards; CO,12
New York-Newark-Jersey City; NY-NJ-PA,Elmira; NY,40
New York-Newark-Jersey City; NY-NJ-PA,El Paso; TX,150
New York-Newark-Jersey City; NY-NJ-PA,Enterprise; AL,27
New York-Newark-Jersey City; NY-NJ-PA,Erie; PA,28
New York-Newark-Jersey City; NY-NJ-PA,Eugene; OR,43
New York-Newark-Jersey City; NY-NJ-PA,Fairbanks; AK,10
New York-Newark-Jersey City; NY-NJ-PA,Fayetteville; NC,449
New York-Newark-Jersey City; NY-NJ-PA,Fayetteville-Springdale-Rogers; AR-MO,20
New York-Newark-Jersey City; NY-NJ-PA,Flint; MI,27
New York-Newark-Jersey City; NY-NJ-PA,Florence; SC,44
New York-Newark-Jersey City; NY-NJ-PA,Fort Collins; CO,25
New York-Newark-Jersey City; NY-NJ-PA,Fort Leonard Wood; MO,14
New York-Newark-Jersey City; NY-NJ-PA,Fort Polk South; LA,10
New York-Newark-Jersey City; NY-NJ-PA,Fort Wayne; IN,36
New York-Newark-Jersey City; NY-NJ-PA,Fresno; CA,63
New York-Newark-Jersey City; NY-NJ-PA,Gainesville; FL,107
New York-Newark-Jersey City; NY-NJ-PA,Gainesville; GA,15
New York-Newark-Jersey City; NY-NJ-PA,Georgetown; SC,32
New York-Newark-Jersey City; NY-NJ-PA,Glens Falls; NY,118
New York-Newark-Jersey City; NY-NJ-PA,Glenwood Springs; CO,13
New York-Newark-Jersey City; NY-NJ-PA,Gloversville; NY,17
New York-Newark-Jersey City; NY-NJ-PA,Goldsboro; NC,15
New York-Newark-Jersey City; NY-NJ-PA,Grand Rapids-Wyoming; MI,86
New York-Newark-Jersey City; NY-NJ-PA,Greenfield Town; MA,14
New York-Newark-Jersey City; NY-NJ-PA,Greensboro-High Point; NC,486
New York-Newark-Jersey City; NY-NJ-PA,Greenville; NC,63
New York-Newark-Jersey City; NY-NJ-PA,Greenville-Anderson-Mauldin; SC,339
New York-Newark-Jersey City; NY-NJ-PA,Hagerstown-Martinsburg; MD-WV,35
New York-Newark-Jersey City; NY-NJ-PA,Harrisburg-Carlisle; PA,359
New York-Newark-Jersey City; NY-NJ-PA,Hartford-West Hartford-East Hartford; CT,1544
New York-Newark-Jersey City; NY-NJ-PA,Hilo; HI,10
New York-Newark-Jersey City; NY-NJ-PA,Hilton Head Island-Bluffton-Beaufort; SC,323
New York-Newark-Jersey City; NY-NJ-PA,Hinesville; GA,42
New York-Newark-Jersey City; NY-NJ-PA,Homosassa Springs; FL,52
New York-Newark-Jersey City; NY-NJ-PA,Houston-The Woodlands-Sugar Land; TX,3109
New York-Newark-Jersey City; NY-NJ-PA,Hudson; NY,441
New York-Newark-Jersey City; NY-NJ-PA,Huntington-Ashland; WV-KY-OH,10
New York-Newark-Jersey City; NY-NJ-PA,Huntsville; AL,32
New York-Newark-Jersey City; NY-NJ-PA,Indianapolis-Carmel-Anderson; IN,322
New York-Newark-Jersey City; NY-NJ-PA,Iowa City; IA,52
New York-Newark-Jersey City; NY-NJ-PA,Ithaca; NY,225
New York-Newark-Jersey City; NY-NJ-PA,Jackson; MS,16
New York-Newark-Jersey City; NY-NJ-PA,Jacksonville; FL,1184
New York-Newark-Jersey City; NY-NJ-PA,Jacksonville; NC,236
New York-Newark-Jersey City; NY-NJ-PA,Jamestown-Dunkirk-Fredonia; NY,10
New York-Newark-Jersey City; NY-NJ-PA,Kahului-Wailuku-Lahaina; HI,39
New York-Newark-Jersey City; NY-NJ-PA,Kalamazoo-Portage; MI,11
New York-Newark-Jersey City; NY-NJ-PA,Kansas City; MO-KS,265
New York-Newark-Jersey City; NY-NJ-PA,Key West; FL,55
New York-Newark-Jersey City; NY-NJ-PA,Killeen-Temple; TX,229
New York-Newark-Jersey City; NY-NJ-PA,Kingston; NY,1999
New York-Newark-Jersey City; NY-NJ-PA,Knoxville; TN,83
New York-Newark-Jersey City; NY-NJ-PA,Lafayette; LA,21
New York-Newark-Jersey City; NY-NJ-PA,Lakeland-Winter Haven; FL,668
New York-Newark-Jersey City; NY-NJ-PA,Lancaster; PA,444
New York-Newark-Jersey City; NY-NJ-PA,Lansing-East Lansing; MI,36
New York-Newark-Jersey City; NY-NJ-PA,Laredo; TX,12
New York-Newark-Jersey City; NY-NJ-PA,Las Vegas-Henderson-Paradise; NV,1330
New York-Newark-Jersey City; NY-NJ-PA,Lawton; OK,21
New York-Newark-Jersey City; NY-NJ-PA,Lebanon; PA,99
New York-Newark-Jersey City; NY-NJ-PA,Lexington-Fayette; KY,68
New York-Newark-Jersey City; NY-NJ-PA,Lincoln; NE,25
New York-Newark-Jersey City; NY-NJ-PA,Little Rock-North Little Rock-Conway; AR,27
New York-Newark-Jersey City; NY-NJ-PA,Los Angeles-Long Beach-Anaheim; CA,8602
New York-Newark-Jersey City; NY-NJ-PA,Louisville/Jefferson County; KY-IN,172
New York-Newark-Jersey City; NY-NJ-PA,Lubbock; TX,11
New York-Newark-Jersey City; NY-NJ-PA,Macon; GA,10
New York-Newark-Jersey City; NY-NJ-PA,Madison; WI,164
New York-Newark-Jersey City; NY-NJ-PA,Manchester-Nashua; NH,310
New York-Newark-Jersey City; NY-NJ-PA,Manhattan; KS,10
New York-Newark-Jersey City; NY-NJ-PA,McAllen-Edinburg-Mission; TX,25
New York-Newark-Jersey City; NY-NJ-PA,Medford; OR,23
New York-Newark-Jersey City; NY-NJ-PA,Memphis; TN-MS-AR,236
New York-Newark-Jersey City; NY-NJ-PA,Miami-Fort Lauderdale-West Palm Beach; FL,13748
New York-Newark-Jersey City; NY-NJ-PA,Milwaukee-Waukesha-West Allis; WI,233
New York-Newark-Jersey City; NY-NJ-PA,Minneapolis-St. Paul-Bloomington; MN-WI,604
New York-Newark-Jersey City; NY-NJ-PA,Mobile; AL,38
New York-Newark-Jersey City; NY-NJ-PA,Modesto; CA,10
New York-Newark-Jersey City; NY-NJ-PA,Montgomery; AL,25
New York-Newark-Jersey City; NY-NJ-PA,Myrtle Beach-Conway-North Myrtle Beach; SC-NC,1177
New York-Newark-Jersey City; NY-NJ-PA,Napa; CA,38
New York-Newark-Jersey City; NY-NJ-PA,Naples-Immokalee-Marco Island; FL,815
New York-Newark-Jersey City; NY-NJ-PA,Nashville-Davidson--Murfreesboro--Franklin; TN,537
New York-Newark-Jersey City; NY-NJ-PA,New Bern; NC,49
New York-Newark-Jersey City; NY-NJ-PA,New Haven-Milford; CT,2018
New York-Newark-Jersey City; NY-NJ-PA,New Orleans-Metairie; LA,447
New York-Newark-Jersey City; NY-NJ-PA,North Port-Sarasota-Bradenton; FL,1237
New York-Newark-Jersey City; NY-NJ-PA,Norwich-New London; CT,323
New York-Newark-Jersey City; NY-NJ-PA,Ocala; FL,425
New York-Newark-Jersey City; NY-NJ-PA,Ocean City; NJ,181
New York-Newark-Jersey City; NY-NJ-PA,Ogden-Clearfield; UT,12
New York-Newark-Jersey City; NY-NJ-PA,Oklahoma City; OK,76
New York-Newark-Jersey City; NY-NJ-PA,Omaha-Council Bluffs; NE-IA,73
New York-Newark-Jersey City; NY-NJ-PA,Oneonta; NY,112
New York-Newark-Jersey City; NY-NJ-PA,Orangeburg; SC,35
New York-Newark-Jersey City; NY-NJ-PA,Orlando-Kissimmee-Sanford; FL,4908
New York-Newark-Jersey City; NY-NJ-PA,Oxnard-Thousand Oaks-Ventura; CA,221
New York-Newark-Jersey City; NY-NJ-PA,Ozark; AL,34
New York-Newark-Jersey City; NY-NJ-PA,Palm Bay-Melbourne-Titusville; FL,749
New York-Newark-Jersey City; NY-NJ-PA,Panama City; FL,20
New York-Newark-Jersey City; NY-NJ-PA,Pensacola-Ferry Pass-Brent; FL,62
New York-Newark-Jersey City; NY-NJ-PA,Peoria; IL,11
New York-Newark-Jersey City; NY-NJ-PA,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,11539
New York-Newark-Jersey City; NY-NJ-PA,Phoenix-Mesa-Scottsdale; AZ,1835
New York-Newark-Jersey City; NY-NJ-PA,Pinehurst-Southern Pines; NC,21
New York-Newark-Jersey City; NY-NJ-PA,Pittsburgh; PA,900
New York-Newark-Jersey City; NY-NJ-PA,Pittsfield; MA,163
New York-Newark-Jersey City; NY-NJ-PA,Plattsburgh; NY,36
New York-Newark-Jersey City; NY-NJ-PA,Portland-South Portland; ME,295
New York-Newark-Jersey City; NY-NJ-PA,Portland-Vancouver-Hillsboro; OR-WA,709
New York-Newark-Jersey City; NY-NJ-PA,Port St. Lucie; FL,1005
New York-Newark-Jersey City; NY-NJ-PA,Pottsville; PA,26
New York-Newark-Jersey City; NY-NJ-PA,Prescott; AZ,24
New York-Newark-Jersey City; NY-NJ-PA,Providence-Warwick; RI-MA,1230
New York-Newark-Jersey City; NY-NJ-PA,Provo-Orem; UT,24
New York-Newark-Jersey City; NY-NJ-PA,Punta Gorda; FL,252
New York-Newark-Jersey City; NY-NJ-PA,Raleigh; NC,1771
New York-Newark-Jersey City; NY-NJ-PA,Reading; PA,612
New York-Newark-Jersey City; NY-NJ-PA,Reno; NV,25
New York-Newark-Jersey City; NY-NJ-PA,Richmond; VA,858
New York-Newark-Jersey City; NY-NJ-PA,Riverside-San Bernardino-Ontario; CA,669
New York-Newark-Jersey City; NY-NJ-PA,Rochester; MN,26
New York-Newark-Jersey City; NY-NJ-PA,Rochester; NY,859
New York-Newark-Jersey City; NY-NJ-PA,Rockford; IL,14
New York-Newark-Jersey City; NY-NJ-PA,Sacramento--Roseville--Arden-Arcade; CA,299
New York-Newark-Jersey City; NY-NJ-PA,St. Louis; MO-IL,369
New York-Newark-Jersey City; NY-NJ-PA,Salinas; CA,49
New York-Newark-Jersey City; NY-NJ-PA,Salisbury; MD-DE,369
New York-Newark-Jersey City; NY-NJ-PA,Salt Lake City; UT,274
New York-Newark-Jersey City; NY-NJ-PA,San Antonio-New Braunfels; TX,543
New York-Newark-Jersey City; NY-NJ-PA,San Diego-Carlsbad; CA,1874
New York-Newark-Jersey City; NY-NJ-PA,San Francisco-Oakland-Hayward; CA,4680
New York-Newark-Jersey City; NY-NJ-PA,San Jose-Sunnyvale-Santa Clara; CA,1313
New York-Newark-Jersey City; NY-NJ-PA,San Luis Obispo-Paso Robles-Arroyo Grande; CA,11
New York-Newark-Jersey City; NY-NJ-PA,Santa Cruz-Watsonville; CA,42
New York-Newark-Jersey City; NY-NJ-PA,Santa Fe; NM,63
New York-Newark-Jersey City; NY-NJ-PA,Santa Maria-Santa Barbara; CA,97
New York-Newark-Jersey City; NY-NJ-PA,Santa Rosa; CA,76
New York-Newark-Jersey City; NY-NJ-PA,Savannah; GA,222
New York-Newark-Jersey City; NY-NJ-PA,Scranton--Wilkes-Barre--Hazleton; PA,1254
New York-Newark-Jersey City; NY-NJ-PA,Seattle-Tacoma-Bellevue; WA,1873
New York-Newark-Jersey City; NY-NJ-PA,Sebastian-Vero Beach; FL,293
New York-Newark-Jersey City; NY-NJ-PA,South Bend-Mishawaka; IN-MI,12
New York-Newark-Jersey City; NY-NJ-PA,Spartanburg; SC,85
New York-Newark-Jersey City; NY-NJ-PA,Springfield; MA,463
New York-Newark-Jersey City; NY-NJ-PA,State College; PA,28
New York-Newark-Jersey City; NY-NJ-PA,Stockton-Lodi; CA,29
New York-Newark-Jersey City; NY-NJ-PA,Summit Park; UT,18
New York-Newark-Jersey City; NY-NJ-PA,Sumter; SC,26
New York-Newark-Jersey City; NY-NJ-PA,Syracuse; NY,616
New York-Newark-Jersey City; NY-NJ-PA,Tallahassee; FL,42
New York-Newark-Jersey City; NY-NJ-PA,Tampa-St. Petersburg-Clearwater; FL,4264
New York-Newark-Jersey City; NY-NJ-PA,The Villages; FL,289
New York-Newark-Jersey City; NY-NJ-PA,Toledo; OH,41
New York-Newark-Jersey City; NY-NJ-PA,Torrington; CT,400
New York-Newark-Jersey City; NY-NJ-PA,Trenton; NJ,3631
New York-Newark-Jersey City; NY-NJ-PA,Tucson; AZ,294
