source,target,weight
Aberdeen; SD,Brookings; SD,18
Aberdeen; SD,Fargo; ND-MN,31
Aberdeen; SD,Huron; SD,12
Aberdeen; SD,Miami-Fort Lauderdale-West Palm Beach; FL,17
Aberdeen; SD,Minneapolis-St. Paul-Bloomington; MN-WI,27
Aberdeen; SD,Phoenix-Mesa-Scottsdale; AZ,19
Aberdeen; SD,Pierre; SD,13
Aberdeen; SD,Rapid City; SD,21
Aberdeen; SD,Sioux Falls; SD,100
Aberdeen; SD,Watertown; SD,33
Aberdeen; WA,Bellingham; WA,15
Aberdeen; WA,Bremerton-Silverdale; WA,24
Aberdeen; WA,Centralia; WA,73
Aberdeen; WA,Kennewick-Richland; WA,14
Aberdeen; WA,Las Vegas-Henderson-Paradise; NV,18
Aberdeen; WA,Longview; WA,17
Aberdeen; WA,Los Angeles-Long Beach-Anaheim; CA,12
Aberdeen; WA,Mount Vernon-Anacortes; WA,13
Aberdeen; WA,Olympia-Tumwater; WA,341
Aberdeen; WA,Phoenix-Mesa-Scottsdale; AZ,34
Aberdeen; WA,Port Angeles; WA,35
Aberdeen; WA,Portland-Vancouver-Hillsboro; OR-WA,47
Aberdeen; WA,Seattle-Tacoma-Bellevue; WA,323
Aberdeen; WA,Shelton; WA,73
Aberdeen; WA,Spokane-Spokane Valley; WA,26
Aberdeen; WA,Yakima; WA,19
Abilene; TX,Albuquerque; NM,15
Abilene; TX,Amarillo; TX,39
Abilene; TX,Austin-Round Rock; TX,177
Abilene; TX,Bakersfield; CA,12
Abilene; TX,Big Spring; TX,30
Abilene; TX,Brownwood; TX,40
Abilene; TX,Clovis; NM,15
Abilene; TX,College Station-Bryan; TX,14
Abilene; TX,Colorado Springs; CO,15
Abilene; TX,Columbus; OH,15
Abilene; TX,Corpus Christi; TX,23
Abilene; TX,Crestview-Fort Walton Beach-Destin; FL,15
Abilene; TX,Dallas-Fort Worth-Arlington; TX,671
Abilene; TX,El Paso; TX,21
Abilene; TX,Fairbanks; AK,14
Abilene; TX,Houston-The Woodlands-Sugar Land; TX,141
Abilene; TX,Killeen-Temple; TX,23
Abilene; TX,Las Vegas-Henderson-Paradise; NV,34
Abilene; TX,Little Rock-North Little Rock-Conway; AR,26
Abilene; TX,Longview; TX,11
Abilene; TX,Los Angeles-Long Beach-Anaheim; CA,30
Abilene; TX,Lubbock; TX,112
Abilene; TX,McAllen-Edinburg-Mission; TX,10
Abilene; TX,Miami-Fort Lauderdale-West Palm Beach; FL,35
Abilene; TX,Midland; TX,59
Abilene; TX,Mineral Wells; TX,10
Abilene; TX,Montgomery; AL,11
Abilene; TX,Odessa; TX,43
Abilene; TX,Oklahoma City; OK,17
Abilene; TX,Panama City; FL,10
Abilene; TX,Phoenix-Mesa-Scottsdale; AZ,28
Abilene; TX,Rapid City; SD,18
Abilene; TX,San Angelo; TX,98
Abilene; TX,San Antonio-New Braunfels; TX,134
Abilene; TX,San Diego-Carlsbad; CA,21
Abilene; TX,Seattle-Tacoma-Bellevue; WA,27
Abilene; TX,Snyder; TX,13
Abilene; TX,Stephenville; TX,20
Abilene; TX,Sweetwater; TX,76
Abilene; TX,Tampa-St. Petersburg-Clearwater; FL,12
Abilene; TX,Tucson; AZ,11
Abilene; TX,Tulsa; OK,14
Abilene; TX,Tyler; TX,20
Abilene; TX,Urban Honolulu; HI,10
Abilene; TX,Waco; TX,17
Abilene; TX,Warner Robins; GA,10
Abilene; TX,Wichita Falls; TX,49
Ada; OK,Ardmore; OK,24
Ada; OK,Dallas-Fort Worth-Arlington; TX,23
Ada; OK,Duncan; OK,14
Ada; OK,Durant; OK,10
Ada; OK,McAlester; OK,17
Ada; OK,Oklahoma City; OK,187
Ada; OK,Shawnee; OK,49
Ada; OK,Stillwater; OK,11
Ada; OK,Tulsa; OK,39
Adrian; MI,Ann Arbor; MI,283
Adrian; MI,Battle Creek; MI,11
Adrian; MI,Cape Coral-Fort Myers; FL,12
Adrian; MI,Chicago-Naperville-Elgin; IL-IN-WI,18
Adrian; MI,Detroit-Warren-Dearborn; MI,231
Adrian; MI,Flint; MI,15
Adrian; MI,Grand Rapids-Wyoming; MI,27
Adrian; MI,Hillsdale; MI,125
Adrian; MI,Jackson; MI,198
Adrian; MI,Kalamazoo-Portage; MI,14
Adrian; MI,Lansing-East Lansing; MI,29
Adrian; MI,Las Vegas-Henderson-Paradise; NV,10
Adrian; MI,Monroe; MI,118
Adrian; MI,Phoenix-Mesa-Scottsdale; AZ,14
Adrian; MI,Toledo; OH,162
Akron; OH,Ann Arbor; MI,12
Akron; OH,Ashland; OH,23
Akron; OH,Ashtabula; OH,59
Akron; OH,Athens; OH,16
Akron; OH,Atlanta-Sandy Springs-Roswell; GA,106
Akron; OH,Austin-Round Rock; TX,31
Akron; OH,Baltimore-Columbia-Towson; MD,11
Akron; OH,Boston-Cambridge-Newton; MA-NH,17
Akron; OH,Boulder; CO,12
Akron; OH,Buffalo-Cheektowaga-Niagara Falls; NY,13
Akron; OH,Cambridge; OH,13
Akron; OH,Canton-Massillon; OH,1632
Akron; OH,Cape Coral-Fort Myers; FL,90
Akron; OH,Charleston-North Charleston; SC,22
Akron; OH,Charlotte-Concord-Gastonia; NC-SC,90
Akron; OH,Chicago-Naperville-Elgin; IL-IN-WI,130
Akron; OH,Cincinnati; OH-KY-IN,102
Akron; OH,Cleveland-Elyria; OH,3856
Akron; OH,Colorado Springs; CO,14
Akron; OH,Columbus; GA-AL,11
Akron; OH,Columbus; OH,555
Akron; OH,Coshocton; OH,11
Akron; OH,Dallas-Fort Worth-Arlington; TX,106
Akron; OH,Dayton; OH,47
Akron; OH,Deltona-Daytona Beach-Ormond Beach; FL,18
Akron; OH,Denver-Aurora-Lakewood; CO,51
Akron; OH,Detroit-Warren-Dearborn; MI,88
Akron; OH,Erie; PA,12
Akron; OH,Fayetteville; NC,13
Akron; OH,Fort Wayne; IN,14
Akron; OH,Greensboro-High Point; NC,10
Akron; OH,Greenville-Anderson-Mauldin; SC,21
Akron; OH,Hilton Head Island-Bluffton-Beaufort; SC,18
Akron; OH,Houston-The Woodlands-Sugar Land; TX,78
Akron; OH,Indianapolis-Carmel-Anderson; IN,30
Akron; OH,Jacksonville; FL,26
Akron; OH,Jacksonville; NC,17
Akron; OH,Kansas City; MO-KS,11
Akron; OH,Lafayette-West Lafayette; IN,12
Akron; OH,Lakeland-Winter Haven; FL,20
Akron; OH,Las Vegas-Henderson-Paradise; NV,66
Akron; OH,Lexington-Fayette; KY,10
Akron; OH,Lima; OH,13
Akron; OH,Los Angeles-Long Beach-Anaheim; CA,86
Akron; OH,Louisville/Jefferson County; KY-IN,19
Akron; OH,Mansfield; OH,28
Akron; OH,Memphis; TN-MS-AR,18
Akron; OH,Miami-Fort Lauderdale-West Palm Beach; FL,79
Akron; OH,Milwaukee-Waukesha-West Allis; WI,12
Akron; OH,Minneapolis-St. Paul-Bloomington; MN-WI,23
Akron; OH,Myrtle Beach-Conway-North Myrtle Beach; SC-NC,25
Akron; OH,Naples-Immokalee-Marco Island; FL,33
Akron; OH,Nashville-Davidson--Murfreesboro--Franklin; TN,29
Akron; OH,New Haven-Milford; CT,14
Akron; OH,New Philadelphia-Dover; OH,78
Akron; OH,New York-Newark-Jersey City; NY-NJ-PA,103
Akron; OH,North Port-Sarasota-Bradenton; FL,52
Akron; OH,Ocala; FL,14
Akron; OH,Orlando-Kissimmee-Sanford; FL,37
Akron; OH,Oxnard-Thousand Oaks-Ventura; CA,10
Akron; OH,Palm Bay-Melbourne-Titusville; FL,18
Akron; OH,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,27
Akron; OH,Phoenix-Mesa-Scottsdale; AZ,130
Akron; OH,Pittsburgh; PA,138
Akron; OH,Port Clinton; OH,19
Akron; OH,Port St. Lucie; FL,12
Akron; OH,Punta Gorda; FL,17
Akron; OH,Raleigh; NC,51
Akron; OH,Riverside-San Bernardino-Ontario; CA,28
Akron; OH,Rochester; NY,16
Akron; OH,Salem; OH,39
Akron; OH,Salt Lake City; UT,12
Akron; OH,San Antonio-New Braunfels; TX,20
Akron; OH,San Diego-Carlsbad; CA,57
Akron; OH,Sandusky; OH,32
Akron; OH,San Francisco-Oakland-Hayward; CA,19
Akron; OH,San Jose-Sunnyvale-Santa Clara; CA,24
Akron; OH,Savannah; GA,12
Akron; OH,Seattle-Tacoma-Bellevue; WA,13
Akron; OH,Tampa-St. Petersburg-Clearwater; FL,158
Akron; OH,The Villages; FL,22
Akron; OH,Toledo; OH,51
Akron; OH,Tucson; AZ,31
Akron; OH,Urban Honolulu; HI,11
Akron; OH,Virginia Beach-Norfolk-Newport News; VA-NC,21
Akron; OH,Washington-Arlington-Alexandria; DC-VA-MD-WV,64
Akron; OH,Wilmington; NC,16
Akron; OH,Wooster; OH,296
Akron; OH,Youngstown-Warren-Boardman; OH-PA,510
Alamogordo; NM,Abilene; TX,12
Alamogordo; NM,Albuquerque; NM,88
Alamogordo; NM,Anchorage; AK,24
Alamogordo; NM,Bakersfield; CA,12
Alamogordo; NM,Carlsbad-Artesia; NM,22
Alamogordo; NM,Colorado Springs; CO,34
Alamogordo; NM,Crestview-Fort Walton Beach-Destin; FL,16
Alamogordo; NM,Dallas-Fort Worth-Arlington; TX,52
Alamogordo; NM,El Paso; TX,166
Alamogordo; NM,Fairbanks; AK,12
Alamogordo; NM,Hobbs; NM,17
Alamogordo; NM,Houston-The Woodlands-Sugar Land; TX,16
Alamogordo; NM,Killeen-Temple; TX,12
Alamogordo; NM,Las Cruces; NM,228
Alamogordo; NM,Las Vegas-Henderson-Paradise; NV,75
Alamogordo; NM,Los Angeles-Long Beach-Anaheim; CA,18
Alamogordo; NM,Lubbock; TX,11
Alamogordo; NM,Panama City; FL,61
Alamogordo; NM,Phoenix-Mesa-Scottsdale; AZ,62
Alamogordo; NM,Rapid City; SD,11
Alamogordo; NM,Riverside-San Bernardino-Ontario; CA,15
Alamogordo; NM,Roswell; NM,22
Alamogordo; NM,San Antonio-New Braunfels; TX,34
Alamogordo; NM,San Diego-Carlsbad; CA,19
Alamogordo; NM,Santa Fe; NM,19
Alamogordo; NM,Seattle-Tacoma-Bellevue; WA,11
Alamogordo; NM,Shreveport-Bossier City; LA,10
Alamogordo; NM,Tucson; AZ,33
Alamogordo; NM,Urban Honolulu; HI,17
Alamogordo; NM,Washington-Arlington-Alexandria; DC-VA-MD-WV,11
Albany; GA,Americus; GA,70
Albany; GA,Athens-Clarke County; GA,12
Albany; GA,Atlanta-Sandy Springs-Roswell; GA,415
Albany; GA,Auburn-Opelika; AL,12
Albany; GA,Augusta-Richmond County; GA-SC,16
Albany; GA,Austin-Round Rock; TX,36
Albany; GA,Birmingham-Hoover; AL,11
Albany; GA,Brunswick; GA,15
Albany; GA,Columbia; SC,11
Albany; GA,Columbus; GA-AL,116
Albany; GA,Cordele; GA,60
Albany; GA,Gainesville; FL,11
Albany; GA,Houston-The Woodlands-Sugar Land; TX,19
Albany; GA,Jacksonville; FL,66
Albany; GA,Jacksonville; NC,15
Albany; GA,Macon; GA,32
Albany; GA,Memphis; TN-MS-AR,12
Albany; GA,Miami-Fort Lauderdale-West Palm Beach; FL,53
Albany; GA,Moultrie; GA,73
Albany; GA,Orlando-Kissimmee-Sanford; FL,22
Albany; GA,Panama City; FL,32
Albany; GA,San Diego-Carlsbad; CA,15
Albany; GA,Savannah; GA,23
Albany; GA,Tallahassee; FL,51
Albany; GA,Tampa-St. Petersburg-Clearwater; FL,45
Albany; GA,Thomasville; GA,26
Albany; GA,Tifton; GA,90
Albany; GA,Valdosta; GA,39
Albany; GA,Warner Robins; GA,39
Albany; OR,Astoria; OR,14
Albany; OR,Bend-Redmond; OR,97
Albany; OR,Boise City; ID,12
Albany; OR,Coeur d'Alene; ID,10
Albany; OR,Coos Bay; OR,19
Albany; OR,Corvallis; OR,474
Albany; OR,Eugene; OR,342
Albany; OR,Grants Pass; OR,14
Albany; OR,Houston-The Woodlands-Sugar Land; TX,10
Albany; OR,Klamath Falls; OR,14
Albany; OR,Las Vegas-Henderson-Paradise; NV,24
Albany; OR,Los Angeles-Long Beach-Anaheim; CA,35
Albany; OR,Medford; OR,34
Albany; OR,Newport; OR,33
Albany; OR,Olympia-Tumwater; WA,10
Albany; OR,Phoenix-Mesa-Scottsdale; AZ,38
Albany; OR,Portland-Vancouver-Hillsboro; OR-WA,367
Albany; OR,Prineville; OR,19
Albany; OR,Reno; NV,13
Albany; OR,Riverside-San Bernardino-Ontario; CA,23
Albany; OR,Roseburg; OR,29
Albany; OR,Sacramento--Roseville--Arden-Arcade; CA,10
Albany; OR,Salem; OR,575
Albany; OR,Salt Lake City; UT,11
Albany; OR,San Diego-Carlsbad; CA,15
Albany; OR,Seattle-Tacoma-Bellevue; WA,67
Albany; OR,Spokane-Spokane Valley; WA,14
Albany; OR,The Dalles; OR,11
Albany-Schenectady-Troy; NY,Amsterdam; NY,380
Albany-Schenectady-Troy; NY,Atlanta-Sandy Springs-Roswell; GA,83
Albany-Schenectady-Troy; NY,Austin-Round Rock; TX,61
Albany-Schenectady-Troy; NY,Baltimore-Columbia-Towson; MD,35
Albany-Schenectady-Troy; NY,Barnstable Town; MA,11
Albany-Schenectady-Troy; NY,Bennington; VT,61
Albany-Schenectady-Troy; NY,Binghamton; NY,24
Albany-Schenectady-Troy; NY,Boston-Cambridge-Newton; MA-NH,315
Albany-Schenectady-Troy; NY,Boulder; CO,13
Albany-Schenectady-Troy; NY,Bremerton-Silverdale; WA,49
Albany-Schenectady-Troy; NY,Bridgeport-Stamford-Norwalk; CT,66
Albany-Schenectady-Troy; NY,Buffalo-Cheektowaga-Niagara Falls; NY,114
Albany-Schenectady-Troy; NY,Burlington-South Burlington; VT,34
Albany-Schenectady-Troy; NY,Cape Coral-Fort Myers; FL,73
Albany-Schenectady-Troy; NY,Charleston-North Charleston; SC,31
Albany-Schenectady-Troy; NY,Charlotte-Concord-Gastonia; NC-SC,79
Albany-Schenectady-Troy; NY,Chicago-Naperville-Elgin; IL-IN-WI,71
Albany-Schenectady-Troy; NY,Columbus; OH,12
Albany-Schenectady-Troy; NY,Dallas-Fort Worth-Arlington; TX,25
Albany-Schenectady-Troy; NY,Deltona-Daytona Beach-Ormond Beach; FL,47
Albany-Schenectady-Troy; NY,Denver-Aurora-Lakewood; CO,29
Albany-Schenectady-Troy; NY,Detroit-Warren-Dearborn; MI,11
Albany-Schenectady-Troy; NY,Glens Falls; NY,1109
Albany-Schenectady-Troy; NY,Gloversville; NY,253
Albany-Schenectady-Troy; NY,Greensboro-High Point; NC,23
Albany-Schenectady-Troy; NY,Greenville-Anderson-Mauldin; SC,28
Albany-Schenectady-Troy; NY,Hartford-West Hartford-East Hartford; CT,64
Albany-Schenectady-Troy; NY,Houston-The Woodlands-Sugar Land; TX,78
Albany-Schenectady-Troy; NY,Hudson; NY,268
Albany-Schenectady-Troy; NY,Indianapolis-Carmel-Anderson; IN,10
Albany-Schenectady-Troy; NY,Ithaca; NY,24
Albany-Schenectady-Troy; NY,Jacksonville; FL,17
Albany-Schenectady-Troy; NY,Kingston; NY,104
Albany-Schenectady-Troy; NY,Lakeland-Winter Haven; FL,29
Albany-Schenectady-Troy; NY,Las Vegas-Henderson-Paradise; NV,89
Albany-Schenectady-Troy; NY,Los Angeles-Long Beach-Anaheim; CA,133
Albany-Schenectady-Troy; NY,Malone; NY,12
Albany-Schenectady-Troy; NY,Manchester-Nashua; NH,28
Albany-Schenectady-Troy; NY,Miami-Fort Lauderdale-West Palm Beach; FL,219
Albany-Schenectady-Troy; NY,Minneapolis-St. Paul-Bloomington; MN-WI,10
Albany-Schenectady-Troy; NY,Myrtle Beach-Conway-North Myrtle Beach; SC-NC,75
Albany-Schenectady-Troy; NY,Naples-Immokalee-Marco Island; FL,11
Albany-Schenectady-Troy; NY,Nashville-Davidson--Murfreesboro--Franklin; TN,13
Albany-Schenectady-Troy; NY,New Haven-Milford; CT,30
Albany-Schenectady-Troy; NY,New York-Newark-Jersey City; NY-NJ-PA,1636
Albany-Schenectady-Troy; NY,North Port-Sarasota-Bradenton; FL,123
Albany-Schenectady-Troy; NY,Norwich-New London; CT,51
Albany-Schenectady-Troy; NY,Ocala; FL,28
Albany-Schenectady-Troy; NY,Ogdensburg-Massena; NY,13
Albany-Schenectady-Troy; NY,Oneonta; NY,68
Albany-Schenectady-Troy; NY,Orlando-Kissimmee-Sanford; FL,107
Albany-Schenectady-Troy; NY,Palm Bay-Melbourne-Titusville; FL,50
Albany-Schenectady-Troy; NY,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,55
Albany-Schenectady-Troy; NY,Phoenix-Mesa-Scottsdale; AZ,113
Albany-Schenectady-Troy; NY,Pittsburgh; PA,20
Albany-Schenectady-Troy; NY,Pittsfield; MA,102
Albany-Schenectady-Troy; NY,Plattsburgh; NY,55
Albany-Schenectady-Troy; NY,Portland-South Portland; ME,25
Albany-Schenectady-Troy; NY,Portland-Vancouver-Hillsboro; OR-WA,23
Albany-Schenectady-Troy; NY,Port St. Lucie; FL,22
Albany-Schenectady-Troy; NY,Providence-Warwick; RI-MA,20
Albany-Schenectady-Troy; NY,Raleigh; NC,72
Albany-Schenectady-Troy; NY,Richmond; VA,12
Albany-Schenectady-Troy; NY,Riverside-San Bernardino-Ontario; CA,11
Albany-Schenectady-Troy; NY,Rochester; NY,173
Albany-Schenectady-Troy; NY,Rutland; VT,11
Albany-Schenectady-Troy; NY,St. Marys; GA,19
Albany-Schenectady-Troy; NY,San Diego-Carlsbad; CA,114
Albany-Schenectady-Troy; NY,San Francisco-Oakland-Hayward; CA,26
Albany-Schenectady-Troy; NY,San Jose-Sunnyvale-Santa Clara; CA,26
Albany-Schenectady-Troy; NY,Seattle-Tacoma-Bellevue; WA,75
Albany-Schenectady-Troy; NY,Springfield; MA,21
Albany-Schenectady-Troy; NY,Syracuse; NY,207
Albany-Schenectady-Troy; NY,Tampa-St. Petersburg-Clearwater; FL,218
Albany-Schenectady-Troy; NY,The Villages; FL,11
Albany-Schenectady-Troy; NY,Tucson; AZ,25
Albany-Schenectady-Troy; NY,Urban Honolulu; HI,60
Albany-Schenectady-Troy; NY,Utica-Rome; NY,119
Albany-Schenectady-Troy; NY,Virginia Beach-Norfolk-Newport News; VA-NC,124
Albany-Schenectady-Troy; NY,Washington-Arlington-Alexandria; DC-VA-MD-WV,114
Albany-Schenectady-Troy; NY,Watertown-Fort Drum; NY,35
Albany-Schenectady-Troy; NY,Wilmington; NC,11
Albany-Schenectady-Troy; NY,Worcester; MA-CT,30
Albemarle; NC,Charlotte-Concord-Gastonia; NC-SC,416
Albemarle; NC,Greensboro-High Point; NC,35
Albemarle; NC,Myrtle Beach-Conway-North Myrtle Beach; SC-NC,10
Albemarle; NC,Raleigh; NC,12
Albemarle; NC,Rockingham; NC,11
Albemarle; NC,Winston-Salem; NC,24
Albert Lea; MN,Austin; MN,84
Albert Lea; MN,Faribault-Northfield; MN,15
Albert Lea; MN,Mankato-North Mankato; MN,27
Albert Lea; MN,Mason City; IA,20
Albert Lea; MN,Minneapolis-St. Paul-Bloomington; MN-WI,82
Albert Lea; MN,Owatonna; MN,52
Albert Lea; MN,Rochester; MN,38
Albertville; AL,Anniston-Oxford-Jacksonville; AL,16
Albertville; AL,Auburn-Opelika; AL,14
Albertville; AL,Birmingham-Hoover; AL,184
Albertville; AL,Cullman; AL,123
Albertville; AL,Daphne-Fairhope-Foley; AL,24
Albertville; AL,Decatur; AL,98
Albertville; AL,Enterprise; AL,11
Albertville; AL,Gadsden; AL,278
Albertville; AL,Houston-The Woodlands-Sugar Land; TX,12
Albertville; AL,Huntsville; AL,269
Albertville; AL,Mobile; AL,13
Albertville; AL,Nashville-Davidson--Murfreesboro--Franklin; TN,11
Albertville; AL,Scottsboro; AL,85
Albertville; AL,Tuscaloosa; AL,16
Albuquerque; NM,Abilene; TX,13
Albuquerque; NM,Alamogordo; NM,84
Albuquerque; NM,Amarillo; TX,37
Albuquerque; NM,Anchorage; AK,31
Albuquerque; NM,Ann Arbor; MI,18
Albuquerque; NM,Atlanta-Sandy Springs-Roswell; GA,112
Albuquerque; NM,Austin-Round Rock; TX,237
Albuquerque; NM,Bakersfield; CA,19
Albuquerque; NM,Baltimore-Columbia-Towson; MD,23
Albuquerque; NM,Bend-Redmond; OR,12
Albuquerque; NM,Billings; MT,10
Albuquerque; NM,Bloomington; IN,10
Albuquerque; NM,Boise City; ID,41
Albuquerque; NM,Boston-Cambridge-Newton; MA-NH,67
Albuquerque; NM,Boulder; CO,41
Albuquerque; NM,Bremerton-Silverdale; WA,15
Albuquerque; NM,Bridgeport-Stamford-Norwalk; CT,11
Albuquerque; NM,Brownsville-Harlingen; TX,14
Albuquerque; NM,Cape Coral-Fort Myers; FL,11
Albuquerque; NM,Carlsbad-Artesia; NM,83
Albuquerque; NM,Charlotte-Concord-Gastonia; NC-SC,22
Albuquerque; NM,Cheyenne; WY,15
Albuquerque; NM,Chicago-Naperville-Elgin; IL-IN-WI,140
Albuquerque; NM,Cleveland-Elyria; OH,12
Albuquerque; NM,Clovis; NM,58
Albuquerque; NM,College Station-Bryan; TX,12
Albuquerque; NM,Colorado Springs; CO,178
Albuquerque; NM,Columbus; OH,31
Albuquerque; NM,Corpus Christi; TX,19
Albuquerque; NM,Crestview-Fort Walton Beach-Destin; FL,41
Albuquerque; NM,Dallas-Fort Worth-Arlington; TX,389
Albuquerque; NM,Dayton; OH,41
Albuquerque; NM,Deltona-Daytona Beach-Ormond Beach; FL,17
Albuquerque; NM,Deming; NM,21
Albuquerque; NM,Denver-Aurora-Lakewood; CO,558
Albuquerque; NM,Detroit-Warren-Dearborn; MI,12
Albuquerque; NM,Durango; CO,61
Albuquerque; NM,El Paso; TX,185
Albuquerque; NM,Española; NM,102
Albuquerque; NM,Eugene; OR,21
Albuquerque; NM,Farmington; NM,270
Albuquerque; NM,Fayetteville; NC,16
Albuquerque; NM,Fayetteville-Springdale-Rogers; AR-MO,10
Albuquerque; NM,Flagstaff; AZ,43
Albuquerque; NM,Fort Collins; CO,66
Albuquerque; NM,Gallup; NM,289
Albuquerque; NM,Grand Junction; CO,17
Albuquerque; NM,Grants; NM,143
Albuquerque; NM,Greeley; CO,32
Albuquerque; NM,Hilo; HI,10
Albuquerque; NM,Hobbs; NM,88
Albuquerque; NM,Houston-The Woodlands-Sugar Land; TX,238
Albuquerque; NM,Huntsville; AL,13
Albuquerque; NM,Indianapolis-Carmel-Anderson; IN,16
Albuquerque; NM,Iowa City; IA,12
Albuquerque; NM,Jacksonville; FL,16
Albuquerque; NM,Kansas City; MO-KS,53
Albuquerque; NM,Killeen-Temple; TX,27
Albuquerque; NM,Knoxville; TN,18
Albuquerque; NM,Lake Havasu City-Kingman; AZ,17
Albuquerque; NM,Lakeland-Winter Haven; FL,24
Albuquerque; NM,Las Cruces; NM,284
Albuquerque; NM,Las Vegas; NM,108
Albuquerque; NM,Las Vegas-Henderson-Paradise; NV,270
Albuquerque; NM,Little Rock-North Little Rock-Conway; AR,16
Albuquerque; NM,Los Alamos; NM,60
Albuquerque; NM,Los Angeles-Long Beach-Anaheim; CA,436
Albuquerque; NM,Lubbock; TX,47
Albuquerque; NM,Madison; WI,19
Albuquerque; NM,Medford; OR,10
Albuquerque; NM,Memphis; TN-MS-AR,12
Albuquerque; NM,Miami-Fort Lauderdale-West Palm Beach; FL,115
Albuquerque; NM,Midland; TX,31
Albuquerque; NM,Milwaukee-Waukesha-West Allis; WI,25
Albuquerque; NM,Minneapolis-St. Paul-Bloomington; MN-WI,65
Albuquerque; NM,Missoula; MT,10
Albuquerque; NM,Naples-Immokalee-Marco Island; FL,11
Albuquerque; NM,Nashville-Davidson--Murfreesboro--Franklin; TN,16
Albuquerque; NM,New Haven-Milford; CT,14
Albuquerque; NM,New Orleans-Metairie; LA,14
Albuquerque; NM,New York-Newark-Jersey City; NY-NJ-PA,74
Albuquerque; NM,North Port-Sarasota-Bradenton; FL,27
Albuquerque; NM,Odessa; TX,35
Albuquerque; NM,Ogden-Clearfield; UT,14
Albuquerque; NM,Oklahoma City; OK,100
Albuquerque; NM,Olympia-Tumwater; WA,18
Albuquerque; NM,Omaha-Council Bluffs; NE-IA,16
Albuquerque; NM,Orlando-Kissimmee-Sanford; FL,83
Albuquerque; NM,Oxnard-Thousand Oaks-Ventura; CA,35
Albuquerque; NM,Palm Bay-Melbourne-Titusville; FL,22
Albuquerque; NM,Pensacola-Ferry Pass-Brent; FL,38
Albuquerque; NM,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,28
Albuquerque; NM,Phoenix-Mesa-Scottsdale; AZ,924
Albuquerque; NM,Pittsburgh; PA,19
Albuquerque; NM,Portales; NM,21
Albuquerque; NM,Portland-South Portland; ME,13
Albuquerque; NM,Portland-Vancouver-Hillsboro; OR-WA,265
Albuquerque; NM,Prescott; AZ,36
Albuquerque; NM,Providence-Warwick; RI-MA,10
Albuquerque; NM,Provo-Orem; UT,31
Albuquerque; NM,Pueblo; CO,30
Albuquerque; NM,Raleigh; NC,25
Albuquerque; NM,Reno; NV,19
Albuquerque; NM,Riverside-San Bernardino-Ontario; CA,152
Albuquerque; NM,Rochester; NY,11
Albuquerque; NM,Roswell; NM,123
Albuquerque; NM,Sacramento--Roseville--Arden-Arcade; CA,34
Albuquerque; NM,St. Louis; MO-IL,18
Albuquerque; NM,Salem; OR,14
Albuquerque; NM,Salt Lake City; UT,62
Albuquerque; NM,San Antonio-New Braunfels; TX,192
Albuquerque; NM,San Diego-Carlsbad; CA,217
Albuquerque; NM,San Francisco-Oakland-Hayward; CA,173
Albuquerque; NM,San Jose-Sunnyvale-Santa Clara; CA,53
Albuquerque; NM,Santa Cruz-Watsonville; CA,14
Albuquerque; NM,Santa Fe; NM,911
Albuquerque; NM,Santa Maria-Santa Barbara; CA,19
Albuquerque; NM,Santa Rosa; CA,10
Albuquerque; NM,Seattle-Tacoma-Bellevue; WA,255
Albuquerque; NM,Show Low; AZ,18
Albuquerque; NM,Sierra Vista-Douglas; AZ,12
Albuquerque; NM,Silver City; NM,27
Albuquerque; NM,Spokane-Spokane Valley; WA,29
Albuquerque; NM,Stockton-Lodi; CA,18
Albuquerque; NM,Tampa-St. Petersburg-Clearwater; FL,91
Albuquerque; NM,Taos; NM,111
Albuquerque; NM,Tucson; AZ,173
Albuquerque; NM,Tulsa; OK,44
Albuquerque; NM,Urban Honolulu; HI,38
Albuquerque; NM,Valdosta; GA,19
Albuquerque; NM,Vallejo-Fairfield; CA,12
Albuquerque; NM,Virginia Beach-Norfolk-Newport News; VA-NC,12
Albuquerque; NM,Visalia-Porterville; CA,13
Albuquerque; NM,Waco; TX,11
Albuquerque; NM,Washington-Arlington-Alexandria; DC-VA-MD-WV,186
Albuquerque; NM,Wichita; KS,29
Albuquerque; NM,Wilmington; NC,11
Albuquerque; NM,Worcester; MA-CT,11
Albuquerque; NM,York-Hanover; PA,13
Albuquerque; NM,Yuma; AZ,12
Alexandria; LA,Austin-Round Rock; TX,13
Alexandria; LA,Baton Rouge; LA,160
Alexandria; LA,Beaumont-Port Arthur; TX,10
Alexandria; LA,College Station-Bryan; TX,11
Alexandria; LA,Dallas-Fort Worth-Arlington; TX,105
Alexandria; LA,DeRidder; LA,17
Alexandria; LA,Fort Polk South; LA,48
Alexandria; LA,Houma-Thibodaux; LA,17
Alexandria; LA,Houston-The Woodlands-Sugar Land; TX,124
Alexandria; LA,Killeen-Temple; TX,11
Alexandria; LA,Lafayette; LA,129
Alexandria; LA,Lake Charles; LA,48
Alexandria; LA,Los Angeles-Long Beach-Anaheim; CA,14
Alexandria; LA,Miami-Fort Lauderdale-West Palm Beach; FL,11
Alexandria; LA,Monroe; LA,56
