source_city,target_city,Source,Target,latitude.x,longitude.x,aiportname.x,latitude.y,longitude.y,aiportname.y
Kunming_China,Shenzhen_China,KMG,SZX,25.101944,102.929167,Kunming Changshui International Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Kunming_China,Qingdao_China,KMG,TAO,25.101944,102.929167,Kunming Changshui International Airport,36.266102,120.374,Liuting Airport
Guiyang_China,Lijiang_China,KWE,LJG,26.5385,106.801002,Longdongbao Airport,26.68,100.246002,Lijiang Airport
Guiyang_China,Beijing_China,KWE,PEK,26.5385,106.801002,Longdongbao Airport,40.080101,116.584999,Beijing Capital International Airport
Guiyang_China,Shanghai_China,KWE,PVG,26.5385,106.801002,Longdongbao Airport,31.1434,121.805,Shanghai Pudong International Airport
Guiyang_China,Shenzhen_China,KWE,SZX,26.5385,106.801002,Longdongbao Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Guiyang_China,Wuhan_China,KWE,WUH,26.5385,106.801002,Longdongbao Airport,30.7838,114.208,Wuhan Tianhe International Airport
Guiyang_China,Xi'an_China,KWE,XIY,26.5385,106.801002,Longdongbao Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Guiyang_China,Zhuhai_China,KWE,ZUH,26.5385,106.801002,Longdongbao Airport,22.006399,113.375999,Zhuhai Jinwan Airport
Guilin_China,Ninbo_China,KWL,NGB,25.2181,110.039001,Guilin Liangjiang International Airport,29.8267,121.461998,Ningbo Lishe International Airport
Guilin_China,Nanjing_China,KWL,NKG,25.2181,110.039001,Guilin Liangjiang International Airport,31.742001,118.861999,Nanjing Lukou Airport
Guilin_China,Shenzhen_China,KWL,SZX,25.2181,110.039001,Guilin Liangjiang International Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Guilin_China,Taipei_Taiwan,KWL,TPE,25.2181,110.039001,Guilin Liangjiang International Airport,25.0777,121.233002,Taiwan Taoyuan International Airport
Guilin_China,Xi'an_China,KWL,XIY,25.2181,110.039001,Guilin Liangjiang International Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Lanzhou_China,Jinan_China,LHW,TNA,36.515202,103.620003,Lanzhou Zhongchuan Airport,36.857201,117.216003,Yaoqiang Airport
Lusaka_Zambia,Nairobi_Kenya,LUN,NBO,-15.3308,28.4526,Kenneth Kaunda International Airport Lusaka,-1.31924,36.927799,Jomo Kenyatta International Airport
Lhasa_China,Xi'an_China,LXA,XIY,29.2978,90.911903,Lhasa Gonggar Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Macau_Macau,Xiamen_China,MFM,XMN,22.149599,113.592003,Macau International Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Manila_Philippines,Xiamen_China,MNL,XMN,14.5086,121.019997,Ninoy Aquino International Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Ninbo_China,Beijing_China,NGB,PEK,29.8267,121.461998,Ningbo Lishe International Airport,40.080101,116.584999,Beijing Capital International Airport
Ninbo_China,Qingdao_China,NGB,TAO,29.8267,121.461998,Ningbo Lishe International Airport,36.266102,120.374,Liuting Airport
Nagoya_Japan,Shanghai_China,NGO,PVG,34.858398,136.804993,Chubu Centrair International Airport,31.1434,121.805,Shanghai Pudong International Airport
Nanjing_China,Shenzhen_China,NKG,SZX,31.742001,118.861999,Nanjing Lukou Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Nanjing_China,Xi'an_China,NKG,XIY,31.742001,118.861999,Nanjing Lukou Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Nanjing_China,Xiamen_China,NKG,XMN,31.742001,118.861999,Nanjing Lukou Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Nanning_China,Beijing_China,NNG,PEK,22.608299,108.171997,Nanning Wuxu Airport,40.080101,116.584999,Beijing Capital International Airport
Nanning_China,Shanghai_China,NNG,SHA,22.608299,108.171997,Nanning Wuxu Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Nanning_China,Xiamen_China,NNG,XMN,22.608299,108.171997,Nanning Wuxu Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Tokyo_Japan,Beijing_China,NRT,PEK,35.764702,140.386002,Narita International Airport,40.080101,116.584999,Beijing Capital International Airport
Tokyo_Japan,Shenyang_China,NRT,SHE,35.764702,140.386002,Narita International Airport,41.639801,123.483002,Taoxian Airport
Nantong_China,Guangzhou_China,NTG,CAN,32.0708,120.976,Nantong Airport,23.392401,113.299004,Guangzhou Baiyun International Airport
Beijing_China,Shanghai_China,PEK,PVG,40.080101,116.584999,Beijing Capital International Airport,31.1434,121.805,Shanghai Pudong International Airport
Beijing_China,Seattle_US,PEK,SEA,40.080101,116.584999,Beijing Capital International Airport,47.449001,-122.308998,Seattle Tacoma International Airport
Beijing_China,Shanghai_China,PEK,SHA,40.080101,116.584999,Beijing Capital International Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Beijing_China,Shenyang_China,PEK,SHE,40.080101,116.584999,Beijing Capital International Airport,41.639801,123.483002,Taoxian Airport
Beijing_China,Shantou_China,PEK,SWA,40.080101,116.584999,Beijing Capital International Airport,23.552,116.5033,Jieyang Chaoshan International Airport
Beijing_China,Sanya_China,PEK,SYX,40.080101,116.584999,Beijing Capital International Airport,18.3029,109.412003,Sanya Phoenix International Airport
Beijing_China,Shenzhen_China,PEK,SZX,40.080101,116.584999,Beijing Capital International Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Beijing_China,Urumqi_China,PEK,URC,40.080101,116.584999,Beijing Capital International Airport,43.907101,87.474197,Ürümqi Diwopu International Airport
Beijing_China,Wuhan_China,PEK,WUH,40.080101,116.584999,Beijing Capital International Airport,30.7838,114.208,Wuhan Tianhe International Airport
Beijing_China,Xi'an_China,PEK,XIY,40.080101,116.584999,Beijing Capital International Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Beijing_China,Xiamen_China,PEK,XMN,40.080101,116.584999,Beijing Capital International Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Beijing_China,Xining_China,PEK,XNN,40.080101,116.584999,Beijing Capital International Airport,36.5275,102.042999,Xining Caojiabu Airport
Beijing_China,Yiwu_China,PEK,YIW,40.080101,116.584999,Beijing Capital International Airport,29.3447,120.031998,Yiwu Airport
Beijing_China,Yanji_China,PEK,YNJ,40.080101,116.584999,Beijing Capital International Airport,42.882801,129.451004,Yanji Chaoyangchuan Airport
Beijing_China,Zhuhai_China,PEK,ZUH,40.080101,116.584999,Beijing Capital International Airport,22.006399,113.375999,Zhuhai Jinwan Airport
Shanghai_China,Nanning_China,PVG,NNG,31.1434,121.805,Shanghai Pudong International Airport,22.608299,108.171997,Nanning Wuxu Airport
Shanghai_China,Shenyang_China,PVG,SHE,31.1434,121.805,Shanghai Pudong International Airport,41.639801,123.483002,Taoxian Airport
Shanghai_China,Sanya_China,PVG,SYX,31.1434,121.805,Shanghai Pudong International Airport,18.3029,109.412003,Sanya Phoenix International Airport
Shanghai_China,Shenzhen_China,PVG,SZX,31.1434,121.805,Shanghai Pudong International Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Shanghai_China,Xi'an_China,PVG,XIY,31.1434,121.805,Shanghai Pudong International Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Shanghai_China,Shantou_China,SHA,SWA,31.197901,121.335999,Shanghai Hongqiao International Airport,23.552,116.5033,Jieyang Chaoshan International Airport
Shanghai_China,Urumqi_China,SHA,URC,31.197901,121.335999,Shanghai Hongqiao International Airport,43.907101,87.474197,Ürümqi Diwopu International Airport
Shanghai_China,Xi'an_China,SHA,XIY,31.197901,121.335999,Shanghai Hongqiao International Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Shanghai_China,Xiamen_China,SHA,XMN,31.197901,121.335999,Shanghai Hongqiao International Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Shanghai_China,Zhuhai_China,SHA,ZUH,31.197901,121.335999,Shanghai Hongqiao International Airport,22.006399,113.375999,Zhuhai Jinwan Airport
Shenyang_China,Shijiazhuang_China,SHE,SJW,41.639801,123.483002,Taoxian Airport,38.280701,114.696999,Shijiazhuang Daguocun International Airport
Shenyang_China,Jinan_China,SHE,TNA,41.639801,123.483002,Taoxian Airport,36.857201,117.216003,Yaoqiang Airport
Shenyang_China,Wuhan_China,SHE,WUH,41.639801,123.483002,Taoxian Airport,30.7838,114.208,Wuhan Tianhe International Airport
Shijiazhuang_China,Shenzhen_China,SJW,SZX,38.280701,114.696999,Shijiazhuang Daguocun International Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Sanya_China,Shenzhen_China,SYX,SZX,18.3029,109.412003,Sanya Phoenix International Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Sanya_China,Xiamen_China,SYX,XMN,18.3029,109.412003,Sanya Phoenix International Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Sanya_China,Zhuhai_China,SYX,ZUH,18.3029,109.412003,Sanya Phoenix International Airport,22.006399,113.375999,Zhuhai Jinwan Airport
Shenzhen_China,Qingdao_China,SZX,TAO,22.639299,113.810997,Shenzhen Bao'an International Airport,36.266102,120.374,Liuting Airport
Shenzhen_China,Wenzhou_China,SZX,WNZ,22.639299,113.810997,Shenzhen Bao'an International Airport,27.912201,120.851997,Wenzhou Longwan International Airport
Shenzhen_China,Wuhan_China,SZX,WUH,22.639299,113.810997,Shenzhen Bao'an International Airport,30.7838,114.208,Wuhan Tianhe International Airport
Shenzhen_China,Wuxi_China,SZX,WUX,22.639299,113.810997,Shenzhen Bao'an International Airport,31.4944,120.429001,Sunan Shuofang International Airport
Shenzhen_China,Xi'an_China,SZX,XIY,22.639299,113.810997,Shenzhen Bao'an International Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Shenzhen_China,Xiamen_China,SZX,XMN,22.639299,113.810997,Shenzhen Bao'an International Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Qingdao_China,Taiyuan_China,TAO,TYN,36.266102,120.374,Liuting Airport,37.746899,112.627998,Taiyuan Wusu Airport
Qingdao_China,Xi'an_China,TAO,XIY,36.266102,120.374,Liuting Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Qingdao_China,Xiamen_China,TAO,XMN,36.266102,120.374,Liuting Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Jinan_China,Urumqi_China,TNA,URC,36.857201,117.216003,Yaoqiang Airport,43.907101,87.474197,Ürümqi Diwopu International Airport
Jinan_China,Wuhan_China,TNA,WUH,36.857201,117.216003,Yaoqiang Airport,30.7838,114.208,Wuhan Tianhe International Airport
Jinan_China,Xiamen_China,TNA,XMN,36.857201,117.216003,Yaoqiang Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Taipei_Taiwan,Urumqi_China,TPE,URC,25.0777,121.233002,Taiwan Taoyuan International Airport,43.907101,87.474197,Ürümqi Diwopu International Airport
Taipei_Taiwan,Wuhan_China,TPE,WUH,25.0777,121.233002,Taiwan Taoyuan International Airport,30.7838,114.208,Wuhan Tianhe International Airport
Taiyuan_China,Urumqi_China,TYN,URC,37.746899,112.627998,Taiyuan Wusu Airport,43.907101,87.474197,Ürümqi Diwopu International Airport
Urumqi_China,Xining_China,URC,XNN,43.907101,87.474197,Ürümqi Diwopu International Airport,36.5275,102.042999,Xining Caojiabu Airport
Yulin_China,Xi'an_China,UYN,XIY,38.35971,109.590927,Yulin Yuyang Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Wenzhou_China,Xi'an_China,WNZ,XIY,27.912201,120.851997,Wenzhou Longwan International Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Wuhan_China,Xiamen_China,WUH,XMN,30.7838,114.208,Wuhan Tianhe International Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Xiamen_China,Zhuhai_China,XMN,ZUH,24.544001,118.127998,Xiamen Gaoqi International Airport,22.006399,113.375999,Zhuhai Jinwan Airport
Yancheng_China,Nantong_China,YNZ,NTG,33.425833,120.203056,Yancheng Airport,32.0708,120.976,Nantong Airport
Zhuhai_China,Shanghai_China,ZUH,PVG,22.006399,113.375999,Zhuhai Jinwan Airport,31.1434,121.805,Shanghai Pudong International Airport
Dubai_United Arab Emirates,Hargeisa_Somalia,DXB,HGA,25.2528,55.364399,Dubai International Airport,9.51817,44.088799,Egal International Airport
Djibouti_Djibouti,Dubai_United Arab Emirates,JIB,DXB,11.5473,43.1595,Djibouti-Ambouli Airport,25.2528,55.364399,Dubai International Airport
Djibouti_Djibouti,Mogadishu_Somalia,JIB,MGQ,11.5473,43.1595,Djibouti-Ambouli Airport,2.01444,45.304699,Aden Adde International Airport
Kuala Lumpur_Malaysia,Shanghai_China,KUL,PVG,2.74558,101.709999,Kuala Lumpur International Airport,31.1434,121.805,Shanghai Pudong International Airport
Arrecife_Spain,Duesseldorf_Germany,ACE,DUS,28.945499,-13.6052,Lanzarote Airport,51.289501,6.76678,Düsseldorf Airport
Arrecife_Spain,Fuerteventura_Spain,ACE,FUE,28.945499,-13.6052,Lanzarote Airport,28.4527,-13.8638,Fuerteventura Airport
Arrecife_Spain,Hamburg_Germany,ACE,HAM,28.945499,-13.6052,Lanzarote Airport,53.630402,9.98823,Hamburg Airport
Arrecife_Spain,Leipzig_Germany,ACE,LEJ,28.945499,-13.6052,Lanzarote Airport,51.423889,12.236389,Leipzig/Halle Airport
Arrecife_Spain,London_United Kingdom,ACE,LGW,28.945499,-13.6052,Lanzarote Airport,51.148102,-0.190278,London Gatwick Airport
Arrecife_Spain,Munich_Germany,ACE,MUC,28.945499,-13.6052,Lanzarote Airport,48.353802,11.7861,Munich Airport
Antigua_Antigua and Barbuda,Frankfurt_Germany,ANU,FRA,17.1367,-61.792702,V.C. Bird International Airport,50.033333,8.570556,Frankfurt am Main Airport
Antalya_Turkey,Duesseldorf_Germany,AYT,DUS,36.898701,30.800501,Antalya International Airport,51.289501,6.76678,Düsseldorf Airport
Antalya_Turkey,Hamburg_Germany,AYT,HAM,36.898701,30.800501,Antalya International Airport,53.630402,9.98823,Hamburg Airport
Antalya_Turkey,Leipzig_Germany,AYT,LEJ,36.898701,30.800501,Antalya International Airport,51.423889,12.236389,Leipzig/Halle Airport
Antalya_Turkey,Munich_Germany,AYT,MUC,36.898701,30.800501,Antalya International Airport,48.353802,11.7861,Munich Airport
Antalya_Turkey,Stuttgart_Germany,AYT,STR,36.898701,30.800501,Antalya International Airport,48.689899,9.22196,Stuttgart Airport
Bridgetown_Barbados,Frankfurt_Germany,BGI,FRA,13.0746,-59.4925,Sir Grantley Adams International Airport,50.033333,8.570556,Frankfurt am Main Airport
Kerkyra/corfu_Greece,Frankfurt_Germany,CFU,FRA,39.601898,19.911699,Ioannis Kapodistrias International Airport,50.033333,8.570556,Frankfurt am Main Airport
Kerkyra/corfu_Greece,Hamburg_Germany,CFU,HAM,39.601898,19.911699,Ioannis Kapodistrias International Airport,53.630402,9.98823,Hamburg Airport
Cancun_Mexico,London_United Kingdom,CUN,LGW,21.036501,-86.877098,Cancún International Airport,51.148102,-0.190278,London Gatwick Airport
Djerba_Tunisia,Duesseldorf_Germany,DJE,DUS,33.875,10.7755,Djerba Zarzis International Airport,51.289501,6.76678,Düsseldorf Airport
Djerba_Tunisia,Munich_Germany,DJE,MUC,33.875,10.7755,Djerba Zarzis International Airport,48.353802,11.7861,Munich Airport
Duesseldorf_Germany,Kerkyra/corfu_Greece,DUS,CFU,51.289501,6.76678,Düsseldorf Airport,39.601898,19.911699,Ioannis Kapodistrias International Airport
Duesseldorf_Germany,Funchal_Portugal,DUS,FNC,51.289501,6.76678,Düsseldorf Airport,32.697899,-16.7745,Madeira Airport
Duesseldorf_Germany,Fuerteventura_Spain,DUS,FUE,51.289501,6.76678,Düsseldorf Airport,28.4527,-13.8638,Fuerteventura Airport
Duesseldorf_Germany,Hurghada_Egypt,DUS,HRG,51.289501,6.76678,Düsseldorf Airport,27.178301,33.7994,Hurghada International Airport
Duesseldorf_Germany,Kos_Greece,DUS,KGS,51.289501,6.76678,Düsseldorf Airport,36.793301,27.0917,Kos Airport
Duesseldorf_Germany,Gran Canaria_Spain,DUS,LPA,51.289501,6.76678,Düsseldorf Airport,27.9319,-15.3866,Gran Canaria Airport
Duesseldorf_Germany,Rhodos_Greece,DUS,RHO,51.289501,6.76678,Düsseldorf Airport,36.405399,28.086201,Diagoras Airport
Duesseldorf_Germany,Tenerife_Spain,DUS,TFS,51.289501,6.76678,Düsseldorf Airport,28.0445,-16.5725,Tenerife South Airport
Funchal_Portugal,Leipzig_Germany,FNC,LEJ,32.697899,-16.7745,Madeira Airport,51.423889,12.236389,Leipzig/Halle Airport
Funchal_Portugal,Munich_Germany,FNC,MUC,32.697899,-16.7745,Madeira Airport,48.353802,11.7861,Munich Airport
Frankfurt_Germany,Chania_Greece,FRA,CHQ,50.033333,8.570556,Frankfurt am Main Airport,35.5317,24.1497,Chania International Airport
Frankfurt_Germany,Heraklion_Greece,FRA,HER,50.033333,8.570556,Frankfurt am Main Airport,35.339699,25.1803,Heraklion International Nikos Kazantzakis Airport
Frankfurt_Germany,Ibiza_Spain,FRA,IBZ,50.033333,8.570556,Frankfurt am Main Airport,38.872898,1.37312,Ibiza Airport
Frankfurt_Germany,Nairobi_Kenya,FRA,NBO,50.033333,8.570556,Frankfurt am Main Airport,-1.31924,36.927799,Jomo Kenyatta International Airport
Frankfurt_Germany,Palma de Mallorca_Spain,FRA,PMI,50.033333,8.570556,Frankfurt am Main Airport,39.551701,2.73881,Palma De Mallorca Airport
Frankfurt_Germany,Scarborough_Trinidad and Tobago,FRA,TAB,50.033333,8.570556,Frankfurt am Main Airport,11.1497,-60.832199,Tobago-Crown Point Airport
Frankfurt_Germany,Vancouver_Canada,FRA,YVR,50.033333,8.570556,Frankfurt am Main Airport,49.193901,-123.183998,Vancouver International Airport
Fuerteventura_Spain,Hamburg_Germany,FUE,HAM,28.4527,-13.8638,Fuerteventura Airport,53.630402,9.98823,Hamburg Airport
Fuerteventura_Spain,Leipzig_Germany,FUE,LEJ,28.4527,-13.8638,Fuerteventura Airport,51.423889,12.236389,Leipzig/Halle Airport
Fuerteventura_Spain,Munich_Germany,FUE,MUC,28.4527,-13.8638,Fuerteventura Airport,48.353802,11.7861,Munich Airport
Glasgow_United Kingdom,Cancun_Mexico,GLA,CUN,55.871899,-4.43306,Glasgow International Airport,21.036501,-86.877098,Cancún International Airport
Hannover_Germany,Heraklion_Greece,HAJ,HER,52.461102,9.68508,Hannover Airport,35.339699,25.1803,Heraklion International Nikos Kazantzakis Airport
Hamburg_Germany,Kos_Greece,HAM,KGS,53.630402,9.98823,Hamburg Airport,36.793301,27.0917,Kos Airport
Hamburg_Germany,Gran Canaria_Spain,HAM,LPA,53.630402,9.98823,Hamburg Airport,27.9319,-15.3866,Gran Canaria Airport
Hamburg_Germany,Tenerife_Spain,HAM,TFS,53.630402,9.98823,Hamburg Airport,28.0445,-16.5725,Tenerife South Airport
Heraklion_Greece,Leipzig_Germany,HER,LEJ,35.339699,25.1803,Heraklion International Nikos Kazantzakis Airport,51.423889,12.236389,Leipzig/Halle Airport
Heraklion_Greece,Stuttgart_Germany,HER,STR,35.339699,25.1803,Heraklion International Nikos Kazantzakis Airport,48.689899,9.22196,Stuttgart Airport
Holguin_Cuba,Montego Bay_Jamaica,HOG,MBJ,20.785601,-76.315102,Frank Pais International Airport,18.5037,-77.913399,Sangster International Airport
Ibiza_Spain,Munich_Germany,IBZ,MUC,38.872898,1.37312,Ibiza Airport,48.353802,11.7861,Munich Airport
Kos_Greece,Munich_Germany,KGS,MUC,36.793301,27.0917,Kos Airport,48.353802,11.7861,Munich Airport
Leipzig_Germany,Kerkyra/corfu_Greece,LEJ,CFU,51.423889,12.236389,Leipzig/Halle Airport,39.601898,19.911699,Ioannis Kapodistrias International Airport
Leipzig_Germany,Palma de Mallorca_Spain,LEJ,PMI,51.423889,12.236389,Leipzig/Halle Airport,39.551701,2.73881,Palma De Mallorca Airport
Leipzig_Germany,Tenerife_Spain,LEJ,TFS,51.423889,12.236389,Leipzig/Halle Airport,28.0445,-16.5725,Tenerife South Airport
Gran Canaria_Spain,Munich_Germany,LPA,MUC,27.9319,-15.3866,Gran Canaria Airport,48.353802,11.7861,Munich Airport
Manchester_United Kingdom,Montego Bay_Jamaica,MAN,MBJ,53.353699,-2.27495,Manchester Airport,18.5037,-77.913399,Sangster International Airport
Manchester_United Kingdom,Hewandorra_Saint Lucia,MAN,UVF,53.353699,-2.27495,Manchester Airport,13.7332,-60.952599,Hewanorra International Airport
Mombasa_Kenya,Zanzibar_Tanzania,MBA,ZNZ,-4.03483,39.5942,Mombasa Moi International Airport,-6.22202,39.224899,Abeid Amani Karume International Airport
Munich_Germany,Kerkyra/corfu_Greece,MUC,CFU,48.353802,11.7861,Munich Airport,39.601898,19.911699,Ioannis Kapodistrias International Airport
Munich_Germany,Chania_Greece,MUC,CHQ,48.353802,11.7861,Munich Airport,35.5317,24.1497,Chania International Airport
Munich_Germany,Palma de Mallorca_Spain,MUC,PMI,48.353802,11.7861,Munich Airport,39.551701,2.73881,Palma De Mallorca Airport
Munich_Germany,Punta Cana_Dominican Republic,MUC,PUJ,48.353802,11.7861,Munich Airport,18.5674,-68.363403,Punta Cana International Airport
Munich_Germany,Rhodos_Greece,MUC,RHO,48.353802,11.7861,Munich Airport,36.405399,28.086201,Diagoras Airport
Munich_Germany,Tenerife_Spain,MUC,TFS,48.353802,11.7861,Munich Airport,28.0445,-16.5725,Tenerife South Airport
Puerto Plata_Dominican Republic,Antigua_Antigua and Barbuda,POP,ANU,19.7579,-70.57,Gregorio Luperon International Airport,17.1367,-61.792702,V.C. Bird International Airport
Panama City_Panama,Santo Domingo_Dominican Republic,PTY,SDQ,9.07136,-79.383499,Tocumen International Airport,18.429701,-69.6689,Las Américas International Airport
Berlin_Germany,Kerkyra/corfu_Greece,SXF,CFU,52.380001,13.5225,Berlin-Schönefeld Airport,39.601898,19.911699,Ioannis Kapodistrias International Airport
Scarborough_Trinidad and Tobago,Bridgetown_Barbados,TAB,BGI,11.1497,-60.832199,Tobago-Crown Point Airport,13.0746,-59.4925,Sir Grantley Adams International Airport
Hewandorra_Saint Lucia,Bridgetown_Barbados,UVF,BGI,13.7332,-60.952599,Hewanorra International Airport,13.0746,-59.4925,Sir Grantley Adams International Airport
Zanzibar_Tanzania,Frankfurt_Germany,ZNZ,FRA,-6.22202,39.224899,Abeid Amani Karume International Airport,50.033333,8.570556,Frankfurt am Main Airport
Cebu_Philippines,Manila_Philippines,CEB,MNL,10.3075,123.978996,Mactan Cebu International Airport,14.5086,121.019997,Ninoy Aquino International Airport
Angeles City_Philippines,Hong Kong_Hong Kong,CRK,HKG,15.186,120.559998,Diosdado Macapagal International Airport,22.308901,113.915001,Hong Kong International Airport
Angeles City_Philippines,Singapore_Singapore,CRK,SIN,15.186,120.559998,Diosdado Macapagal International Airport,1.35019,103.994003,Singapore Changi Airport
Conakry_Guinea,Dakar_Senegal,CKY,DKR,9.57689,-13.612,Conakry International Airport,14.7397,-17.4902,Léopold Sédar Senghor International Airport
Lagos_Nigeria,Malabo_Equatorial Guinea,LOS,SSG,6.57737,3.32116,Murtala Muhammed International Airport,3.75527,8.70872,Malabo Airport
Malabo_Equatorial Guinea,Libreville_Gabon,SSG,LBV,3.75527,8.70872,Malabo Airport,0.4586,9.41228,Libreville Leon M'ba International Airport
Allentown_US,Atlanta_US,ABE,ATL,40.6521,-75.440804,Lehigh Valley International Airport,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport
Accra_Ghana,Monrovia_Liberia,ACC,ROB,5.60519,-0.166786,Kotoka International Airport,6.23379,-10.3623,Roberts International Airport
Bush Field_US,Atlanta_US,AGS,ATL,33.3699,-81.9645,Augusta Regional At Bush Field,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport
Amsterdam_Netherlands,Dammam_Saudi Arabia,AMS,DMM,52.308601,4.76389,Amsterdam Airport Schiphol,26.471201,49.797901,King Fahd International Airport
Amsterdam_Netherlands,Doha_Qatar,AMS,DOH,52.308601,4.76389,Amsterdam Airport Schiphol,25.273056,51.608056,Hamad International Airport
Amsterdam_Netherlands,Kuwait_Kuwait,AMS,KWI,52.308601,4.76389,Amsterdam Airport Schiphol,29.226601,47.968899,Kuwait International Airport
Anchorage_US,Seattle_US,ANC,SEA,61.1744,-149.996002,Ted Stevens Anchorage International Airport,47.449001,-122.308998,Seattle Tacoma International Airport
Atlanta_US,Scranton_US,ATL,AVP,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,41.338501,-75.723396,Wilkes Barre Scranton International Airport
Atlanta_US,Bloomington_US,ATL,BMI,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,40.4771,-88.915901,Central Illinois Regional Airport at Bloomington-Normal
Atlanta_US,Brussels_Belgium,ATL,BRU,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,50.901402,4.48444,Brussels Airport
Atlanta_US,Baton Rouge_US,ATL,BTR,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,30.533199,-91.149597,Baton Rouge Metropolitan Airport
Atlanta_US,Burlington_US,ATL,BTV,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,44.471901,-73.153297,Burlington International Airport
Atlanta_US,Akron_US,ATL,CAK,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,40.9161,-81.4422,Akron Canton Regional Airport
Atlanta_US,Charlottesville VA_US,ATL,CHO,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,38.138599,-78.452904,Charlottesville Albemarle Airport
Atlanta_US,Dallas_US,ATL,DAL,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,32.847099,-96.851799,Dallas Love Field
Atlanta_US,Des Moines_US,ATL,DSM,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,41.534,-93.663101,Des Moines International Airport
Atlanta_US,Dublin_Ireland,ATL,DUB,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,53.421299,-6.27007,Dublin Airport
Atlanta_US,Duesseldorf_Germany,ATL,DUS,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,51.289501,6.76678,Düsseldorf Airport
Atlanta_US,Key West_US,ATL,EYW,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,24.556101,-81.759598,Key West International Airport
Atlanta_US,Fayetteville_US,ATL,FAY,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,34.991199,-78.880302,Fayetteville Regional Grannis Field
Atlanta_US,Flint_US,ATL,FNT,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,42.965401,-83.743599,Bishop International Airport
Atlanta_US,Grand Rapids_US,ATL,GRR,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,42.880798,-85.522797,Gerald R. Ford International Airport
Atlanta_US,Houston_US,ATL,HOU,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,29.645399,-95.2789,William P Hobby Airport
Atlanta_US,White Plains_US,ATL,HPN,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,41.067001,-73.707603,Westchester County Airport
Atlanta_US,Manchester_United Kingdom,ATL,MAN,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,53.353699,-2.27495,Manchester Airport
Atlanta_US,Chicago_US,ATL,MDW,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,41.785999,-87.752403,Chicago Midway International Airport
Atlanta_US,MONTGOMERY_US,ATL,MGM,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,32.300598,-86.393997,Montgomery Regional (Dannelly Field) Airport
Atlanta_US,Manchester NH_US,ATL,MHT,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport,42.932598,-71.435699,Manchester-Boston Regional Airport
