source_city,target_city,Source,Target,latitude.x,longitude.x,aiportname.x,latitude.y,longitude.y,aiportname.y
Bandung_Indonesia,Singapore_Singapore,BDO,SIN,-6.90063,107.575996,Husein Sastranegara International Airport,1.35019,103.994003,Singapore Changi Airport
Balikpapan_Indonesia,Singapore_Singapore,BPN,SIN,-1.26827,116.893997,Sultan Aji Muhamad Sulaiman Airport,1.35019,103.994003,Singapore Changi Airport
Cebu_Philippines,Davao_Philippines,CEB,DVO,10.3075,123.978996,Mactan Cebu International Airport,7.12552,125.646004,Francisco Bangoy International Airport
Cebu_Philippines,Singapore_Singapore,CEB,SIN,10.3075,123.978996,Mactan Cebu International Airport,1.35019,103.994003,Singapore Changi Airport
Chengdu_China,Singapore_Singapore,CTU,SIN,30.578501,103.946999,Chengdu Shuangliu International Airport,1.35019,103.994003,Singapore Changi Airport
Darwin_Australia,Singapore_Singapore,DRW,SIN,-12.4147,130.876999,Darwin International Airport,1.35019,103.994003,Singapore Changi Airport
Yogyakarta_Indonesia,Singapore_Singapore,JOG,SIN,-7.78818,110.431999,Adi Sutjipto International Airport,1.35019,103.994003,Singapore Changi Airport
Praya_Indonesia,Singapore_Singapore,LOP,SIN,-8.757322,116.276675,Lombok International Airport,1.35019,103.994003,Singapore Changi Airport
Manado_Indonesia,Singapore_Singapore,MDC,SIN,1.54926,124.926002,Sam Ratulangi Airport,1.35019,103.994003,Singapore Changi Airport
Pekanbaru_Indonesia,Singapore_Singapore,PKU,SIN,0.460786,101.445,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,1.35019,103.994003,Singapore Changi Airport
Palembang_Indonesia,Singapore_Singapore,PLM,SIN,-2.89825,104.699997,Sultan Mahmud Badaruddin II Airport,1.35019,103.994003,Singapore Changi Airport
Phnom-penh_Cambodia,Singapore_Singapore,PNH,SIN,11.5466,104.844002,Phnom Penh International Airport,1.35019,103.994003,Singapore Changi Airport
Siem-reap_Cambodia,Phnom-penh_Cambodia,REP,PNH,13.4107,103.813003,Siem Reap International Airport,11.5466,104.844002,Phnom Penh International Airport
Siem-reap_Cambodia,Singapore_Singapore,REP,SIN,13.4107,103.813003,Siem Reap International Airport,1.35019,103.994003,Singapore Changi Airport
Singapore_Singapore,Semarang_Indonesia,SIN,SRG,1.35019,103.994003,Singapore Changi Airport,-6.97273,110.375,Achmad Yani Airport
Singapore_Singapore,Shenzhen_China,SIN,SZX,1.35019,103.994003,Singapore Changi Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Singapore_Singapore,Ujung Pandang_Indonesia,SIN,UPG,1.35019,103.994003,Singapore Changi Airport,-5.06163,119.554001,Hasanuddin International Airport
Bangkok_Thailand,Colombo_Sri Lanka,BKK,CMB,13.6811,100.747002,Suvarnabhumi Airport,7.18076,79.884102,Bandaranaike International Colombo Airport
Colombo_Sri Lanka,Delhi_India,CMB,DEL,7.18076,79.884102,Bandaranaike International Colombo Airport,28.5665,77.103104,Indira Gandhi International Airport
Colombo_Sri Lanka,Dubai_United Arab Emirates,CMB,DXB,7.18076,79.884102,Bandaranaike International Colombo Airport,25.2528,55.364399,Dubai International Airport
Colombo_Sri Lanka,Kuwait_Kuwait,CMB,KWI,7.18076,79.884102,Bandaranaike International Colombo Airport,29.226601,47.968899,Kuwait International Airport
Colombo_Sri Lanka,Madras_India,CMB,MAA,7.18076,79.884102,Bandaranaike International Colombo Airport,12.990005,80.169296,Chennai International Airport
Colombo_Sri Lanka,Sharjah_United Arab Emirates,CMB,SHJ,7.18076,79.884102,Bandaranaike International Colombo Airport,25.3286,55.5172,Sharjah International Airport
Colombo_Sri Lanka,Singapore_Singapore,CMB,SIN,7.18076,79.884102,Bandaranaike International Colombo Airport,1.35019,103.994003,Singapore Changi Airport
Mattala_Sri Lanka,Colombo_Sri Lanka,HRI,CMB,6.284467,81.124128,Mattala Rajapaksa International Airport,7.18076,79.884102,Bandaranaike International Colombo Airport
Mattala_Sri Lanka,Jeddah_Saudi Arabia,HRI,JED,6.284467,81.124128,Mattala Rajapaksa International Airport,21.6796,39.156502,King Abdulaziz International Airport
Madras_India,Mattala_Sri Lanka,MAA,HRI,12.990005,80.169296,Chennai International Airport,6.284467,81.124128,Mattala Rajapaksa International Airport
Mumbai_India,Plaisance_Mauritius,BOM,MRU,19.088699,72.867897,Chhatrapati Shivaji International Airport,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport
Paris_France,Plaisance_Mauritius,CDG,MRU,49.012798,2.55,Charles de Gaulle International Airport,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport
Delhi_India,Plaisance_Mauritius,DEL,MRU,28.5665,77.103104,Indira Gandhi International Airport,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport
Dubai_United Arab Emirates,Plaisance_Mauritius,DXB,MRU,25.2528,55.364399,Dubai International Airport,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport
Johannesburg_South Africa,Plaisance_Mauritius,JNB,MRU,-26.1392,28.246,OR Tambo International Airport,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport
Kuala Lumpur_Malaysia,Plaisance_Mauritius,KUL,MRU,2.74558,101.709999,Kuala Lumpur International Airport,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport
Plaisance_Mauritius,Nairobi_Kenya,MRU,NBO,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport,-1.31924,36.927799,Jomo Kenyatta International Airport
Plaisance_Mauritius,St.-denis_Reunion,MRU,RUN,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport,-20.8871,55.5103,Roland Garros Airport
Plaisance_Mauritius,Antananarivo_Madagascar,MRU,TNR,-20.430201,57.683601,Sir Seewoosagur Ramgoolam International Airport,-18.7969,47.478802,Ivato Airport
Fukuoka_Japan,Osaka_Japan,FUK,KIX,33.585899,130.451004,Fukuoka Airport,34.427299,135.244003,Kansai International Airport
Ishigaki_Japan,Okinawa_Japan,ISG,OKA,24.396389,124.245,New Ishigaki Airport,26.195801,127.646004,Naha Airport
Kaohsiung_Taiwan,Osaka_Japan,KHH,KIX,22.577101,120.349998,Kaohsiung International Airport,34.427299,135.244003,Kansai International Airport
Osaka_Japan,Okinawa_Japan,KIX,OKA,34.427299,135.244003,Kansai International Airport,26.195801,127.646004,Naha Airport
Eskimo Point_Canada,Churchill_Canada,YEK,YYQ,61.0942,-94.070801,Arviat Airport,58.739201,-94.065002,Churchill Airport
Rankin Inlet_Canada,Churchill_Canada,YRT,YYQ,62.811401,-92.115799,Rankin Inlet Airport,58.739201,-94.065002,Churchill Airport
Winnipeg_Canada,Churchill_Canada,YWG,YYQ,49.91,-97.239899,Winnipeg / James Armstrong Richardson International Airport,58.739201,-94.065002,Churchill Airport
Yellowknife_Canada,Ottawa_Canada,YZF,YOW,62.462799,-114.440002,Yellowknife Airport,45.322498,-75.669197,Ottawa Macdonald-Cartier International Airport
Addis Ababa_Ethiopia,Cairo_Egypt,ADD,CAI,8.97789,38.799301,Addis Ababa Bole International Airport,30.121901,31.4056,Cairo International Airport
Addis Ababa_Ethiopia,Kigali_Rwanda,ADD,KGL,8.97789,38.799301,Addis Ababa Bole International Airport,-1.96863,30.1395,Kigali International Airport
Addis Ababa_Ethiopia,Luanda_Angola,ADD,LAD,8.97789,38.799301,Addis Ababa Bole International Airport,-8.85837,13.2312,Quatro de Fevereiro Airport
Algier_Algeria,Cairo_Egypt,ALG,CAI,36.691002,3.21541,Houari Boumediene Airport,30.121901,31.4056,Cairo International Airport
Amsterdam_Netherlands,Cairo_Egypt,AMS,CAI,52.308601,4.76389,Amsterdam Airport Schiphol,30.121901,31.4056,Cairo International Airport
Athens_Greece,Cairo_Egypt,ATH,CAI,37.936401,23.9445,Eleftherios Venizelos International Airport,30.121901,31.4056,Cairo International Airport
Athens_Greece,Alexandria_Egypt,ATH,HBE,37.936401,23.9445,Eleftherios Venizelos International Airport,30.9177,29.6964,Borg El Arab International Airport
Abu Dhabi_United Arab Emirates,Cairo_Egypt,AUH,CAI,24.433001,54.6511,Abu Dhabi International Airport,30.121901,31.4056,Cairo International Airport
Bahrain_Bahrain,Cairo_Egypt,BAH,CAI,26.2708,50.633598,Bahrain International Airport,30.121901,31.4056,Cairo International Airport
Beirut_Lebanon,Cairo_Egypt,BEY,CAI,33.8209,35.4884,Beirut Rafic Hariri International Airport,30.121901,31.4056,Cairo International Airport
Bangkok_Thailand,Cairo_Egypt,BKK,CAI,13.6811,100.747002,Suvarnabhumi Airport,30.121901,31.4056,Cairo International Airport
Mumbai_India,Cairo_Egypt,BOM,CAI,19.088699,72.867897,Chhatrapati Shivaji International Airport,30.121901,31.4056,Cairo International Airport
Cairo_Egypt,Guangzhou_China,CAI,CAN,30.121901,31.4056,Cairo International Airport,23.392401,113.299004,Guangzhou Baiyun International Airport
Cairo_Egypt,Casablanca_Morocco,CAI,CMN,30.121901,31.4056,Cairo International Airport,33.3675,-7.58997,Mohammed V International Airport
Cairo_Egypt,Dubai_United Arab Emirates,CAI,DXB,30.121901,31.4056,Cairo International Airport,25.2528,55.364399,Dubai International Airport
Cairo_Egypt,Rome_Italy,CAI,FCO,30.121901,31.4056,Cairo International Airport,41.800278,12.238889,Leonardo da Vinci–Fiumicino Airport
Cairo_Egypt,Frankfurt_Germany,CAI,FRA,30.121901,31.4056,Cairo International Airport,50.033333,8.570556,Frankfurt am Main Airport
Cairo_Egypt,Geneva_Switzerland,CAI,GVA,30.121901,31.4056,Cairo International Airport,46.238098,6.10895,Geneva Cointrin International Airport
Cairo_Egypt,Alexandria_Egypt,CAI,HBE,30.121901,31.4056,Cairo International Airport,30.9177,29.6964,Borg El Arab International Airport
Cairo_Egypt,Sohag_Egypt,CAI,HMB,30.121901,31.4056,Cairo International Airport,26.342778,31.742778,Sohag International Airport
Cairo_Egypt,Hurghada_Egypt,CAI,HRG,30.121901,31.4056,Cairo International Airport,27.178301,33.7994,Hurghada International Airport
Cairo_Egypt,Larnaca_Cyprus,CAI,LCA,30.121901,31.4056,Cairo International Airport,34.875099,33.624901,Larnaca International Airport
Cairo_Egypt,London_United Kingdom,CAI,LHR,30.121901,31.4056,Cairo International Airport,51.4706,-0.461941,London Heathrow Airport
Cairo_Egypt,Luxor_Egypt,CAI,LXR,30.121901,31.4056,Cairo International Airport,25.671,32.7066,Luxor International Airport
Cairo_Egypt,Munich_Germany,CAI,MUC,30.121901,31.4056,Cairo International Airport,48.353802,11.7861,Munich Airport
Cairo_Egypt,Milano_Italy,CAI,MXP,30.121901,31.4056,Cairo International Airport,45.6306,8.72811,Malpensa International Airport
Cairo_Egypt,Beijing_China,CAI,PEK,30.121901,31.4056,Cairo International Airport,40.080101,116.584999,Beijing Capital International Airport
Cairo_Egypt,Riyadh_Saudi Arabia,CAI,RUH,30.121901,31.4056,Cairo International Airport,24.9576,46.698799,King Khaled International Airport
Cairo_Egypt,Sanaa_Yemen,CAI,SAH,30.121901,31.4056,Cairo International Airport,15.4763,44.2197,Sana'a International Airport
Cairo_Egypt,Sharjah_United Arab Emirates,CAI,SHJ,30.121901,31.4056,Cairo International Airport,25.3286,55.5172,Sharjah International Airport
Cairo_Egypt,Sharm El Sheikh_Egypt,CAI,SSH,30.121901,31.4056,Cairo International Airport,27.977301,34.395,Sharm El Sheikh International Airport
Cairo_Egypt,Zurich_Switzerland,CAI,ZRH,30.121901,31.4056,Cairo International Airport,47.464699,8.54917,Zürich Airport
Dammam_Saudi Arabia,Alexandria_Egypt,DMM,HBE,26.471201,49.797901,King Fahd International Airport,30.9177,29.6964,Borg El Arab International Airport
Alexandria_Egypt,Riyadh_Saudi Arabia,HBE,RUH,30.9177,29.6964,Borg El Arab International Airport,24.9576,46.698799,King Khaled International Airport
Alexandria_Egypt,Sharm El Sheikh_Egypt,HBE,SSH,30.9177,29.6964,Borg El Arab International Airport,27.977301,34.395,Sharm El Sheikh International Airport
Kuwait_Kuwait,Luxor_Egypt,KWI,LXR,29.226601,47.968899,Kuwait International Airport,25.671,32.7066,Luxor International Airport
Amsterdam_Netherlands,Madrid_Spain,AMS,MAD,52.308601,4.76389,Amsterdam Airport Schiphol,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
Baotou_China,Beijing_China,BAV,NAY,40.560001,109.997002,Baotou Airport,39.782799,116.388001,Beijing Nanyuan Airport
Baotou_China,Shanghai_China,BAV,SHA,40.560001,109.997002,Baotou Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Beihai_China,Kunming_China,BHY,KMG,21.5394,109.293999,Beihai Airport,25.101944,102.929167,Kunming Changshui International Airport
Beihai_China,Shanghai_China,BHY,PVG,21.5394,109.293999,Beihai Airport,31.1434,121.805,Shanghai Pudong International Airport
Guangzhou_China,Huangyan_China,CAN,HYN,23.392401,113.299004,Guangzhou Baiyun International Airport,28.562201,121.429001,Huangyan Luqiao Airport
Guangzhou_China,Lanzhou_China,CAN,LHW,23.392401,113.299004,Guangzhou Baiyun International Airport,36.515202,103.620003,Lanzhou Zhongchuan Airport
Guangzhou_China,Lijiang_China,CAN,LJG,23.392401,113.299004,Guangzhou Baiyun International Airport,26.68,100.246002,Lijiang Airport
Guangzhou_China,Beijing_China,CAN,NAY,23.392401,113.299004,Guangzhou Baiyun International Airport,39.782799,116.388001,Beijing Nanyuan Airport
Jakarta_Indonesia,Shanghai_China,CGK,PVG,-6.12557,106.655998,Soekarno-Hatta International Airport,31.1434,121.805,Shanghai Pudong International Airport
Chifeng_China,Beijing_China,CIF,NAY,42.235001,118.907997,Chifeng Airport,39.782799,116.388001,Beijing Nanyuan Airport
Chifeng_China,Tianjin_China,CIF,TSN,42.235001,118.907997,Chifeng Airport,39.124401,117.346001,Tianjin Binhai International Airport
Changzhi_China,Beijing_China,CIH,NAY,36.247501,113.125999,Changzhi Airport,39.782799,116.388001,Beijing Nanyuan Airport
Chongju_South Korea,Hangzhou_China,CJJ,HGH,36.717008,127.498741,Cheongju International Airport/Cheongju Air Base (K-59/G-513),30.2295,120.433998,Hangzhou Xiaoshan International Airport
Cheju_South Korea,Beijing_China,CJU,PEK,33.511299,126.492996,Jeju International Airport,40.080101,116.584999,Beijing Capital International Airport
Chongqing_China,Changzhou_China,CKG,CZX,29.7192,106.641998,Chongqing Jiangbei International Airport,31.919701,119.778999,Changzhou Benniu Airport
Chongqing_China,Beijing_China,CKG,NAY,29.7192,106.641998,Chongqing Jiangbei International Airport,39.782799,116.388001,Beijing Nanyuan Airport
Chongqing_China,Ninbo_China,CKG,NGB,29.7192,106.641998,Chongqing Jiangbei International Airport,29.8267,121.461998,Ningbo Lishe International Airport
Chongqing_China,Huangshan_China,CKG,TXN,29.7192,106.641998,Chongqing Jiangbei International Airport,29.733299,118.255997,Tunxi International Airport
Chongqing_China,Taiyuan_China,CKG,TYN,29.7192,106.641998,Chongqing Jiangbei International Airport,37.746899,112.627998,Taiyuan Wusu Airport
Changcha_China,Beijing_China,CSX,NAY,28.189199,113.220001,Changsha Huanghua International Airport,39.782799,116.388001,Beijing Nanyuan Airport
Sapporo_Japan,Shanghai_China,CTS,PVG,42.7752,141.692001,New Chitose Airport,31.1434,121.805,Shanghai Pudong International Airport
Chengdu_China,Changzhou_China,CTU,CZX,30.578501,103.946999,Chengdu Shuangliu International Airport,31.919701,119.778999,Changzhou Benniu Airport
Chengdu_China,Beijing_China,CTU,NAY,30.578501,103.946999,Chengdu Shuangliu International Airport,39.782799,116.388001,Beijing Nanyuan Airport
Chengdu_China,Ninbo_China,CTU,NGB,30.578501,103.946999,Chengdu Shuangliu International Airport,29.8267,121.461998,Ningbo Lishe International Airport
Chengdu_China,Huangshan_China,CTU,TXN,30.578501,103.946999,Chengdu Shuangliu International Airport,29.733299,118.255997,Tunxi International Airport
Changzhou_China,Beijing_China,CZX,NAY,31.919701,119.778999,Changzhou Benniu Airport,39.782799,116.388001,Beijing Nanyuan Airport
Changzhou_China,Beijing_China,CZX,PEK,31.919701,119.778999,Changzhou Benniu Airport,40.080101,116.584999,Beijing Capital International Airport
Changzhou_China,Xiamen_China,CZX,XMN,31.919701,119.778999,Changzhou Benniu Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Datong_China,Beijing_China,DAT,NAY,40.060299,113.482002,Datong Airport,39.782799,116.388001,Beijing Nanyuan Airport
Delhi_India,Shanghai_China,DEL,PVG,28.5665,77.103104,Indira Gandhi International Airport,31.1434,121.805,Shanghai Pudong International Airport
Dalian_China,Lianyungang_China,DLC,LYG,38.965698,121.539001,Zhoushuizi Airport,34.571667,118.873611,Lianyungang Airport
Dunhuang_China,Xi'an_China,DNH,XIY,40.161098,94.809196,Dunhuang Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Dongsheng_China,Beijing_China,DSN,NAY,39.49,109.861389,Ordos Ejin Horo Airport,39.782799,116.388001,Beijing Nanyuan Airport
Dayong_China,Nanjing_China,DYG,NKG,29.1028,110.443001,Dayong Airport,31.742001,118.861999,Nanjing Lukou Airport
Dayong_China,Xi'an_China,DYG,XIY,29.1028,110.443001,Dayong Airport,34.447102,108.751999,Xi'an Xianyang International Airport
Rome_Italy,Shanghai_China,FCO,PVG,41.800278,12.238889,Leonardo da Vinci–Fiumicino Airport,31.1434,121.805,Shanghai Pudong International Airport
Fuzhou_China,Shanghai_China,FOC,PVG,25.935101,119.663002,Fuzhou Changle International Airport,31.1434,121.805,Shanghai Pudong International Airport
Shizuoka_Japan,Shanghai_China,FSZ,PVG,34.796111,138.189444,Mt. Fuji Shizuoka Airport,31.1434,121.805,Shanghai Pudong International Airport
Fukuoka_Japan,Qingdao_China,FUK,TAO,33.585899,130.451004,Fukuoka Airport,36.266102,120.374,Liuting Airport
Hohhot_China,Ulanhot_China,HET,HLH,40.851398,111.823997,Baita International Airport,46.195333,122.008333,Ulanhot Airport
Hohhot_China,Beijing_China,HET,NAY,40.851398,111.823997,Baita International Airport,39.782799,116.388001,Beijing Nanyuan Airport
Hohhot_China,Shanghai_China,HET,SHA,40.851398,111.823997,Baita International Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Hohhot_China,Shijiazhuang_China,HET,SJW,40.851398,111.823997,Baita International Airport,38.280701,114.696999,Shijiazhuang Daguocun International Airport
Hohhot_China,Taiyuan_China,HET,TYN,40.851398,111.823997,Baita International Airport,37.746899,112.627998,Taiyuan Wusu Airport
Hohhot_China,Wuhai_China,HET,WUA,40.851398,111.823997,Baita International Airport,39.7934,106.7993,Wuhai Airport
Hefei_China,Beijing_China,HFE,PEK,31.780001,117.297996,Hefei Luogang International Airport,40.080101,116.584999,Beijing Capital International Airport
Hefei_China,Shanghai_China,HFE,PVG,31.780001,117.297996,Hefei Luogang International Airport,31.1434,121.805,Shanghai Pudong International Airport
Hefei_China,Taipei_Taiwan,HFE,TPE,31.780001,117.297996,Hefei Luogang International Airport,25.0777,121.233002,Taiwan Taoyuan International Airport
Hangzhou_China,Shantou_China,HGH,SWA,30.2295,120.433998,Hangzhou Xiaoshan International Airport,23.552,116.5033,Jieyang Chaoshan International Airport
Hiroshima_Japan,Shanghai_China,HIJ,PVG,34.4361,132.919006,Hiroshima Airport,31.1434,121.805,Shanghai Pudong International Airport
Hong Kong_Hong Kong,Taiyuan_China,HKG,TYN,22.308901,113.915001,Hong Kong International Airport,37.746899,112.627998,Taiyuan Wusu Airport
Hailar_China,Beijing_China,HLD,NAY,49.205002,119.824997,Dongshan Airport,39.782799,116.388001,Beijing Nanyuan Airport
Ulanhot_China,Beijing_China,HLH,NAY,46.195333,122.008333,Ulanhot Airport,39.782799,116.388001,Beijing Nanyuan Airport
Harbin_China,Beijing_China,HRB,NAY,45.623402,126.25,Taiping Airport,39.782799,116.388001,Beijing Nanyuan Airport
Harbin_China,Tongliao_China,HRB,TGO,45.623402,126.25,Taiping Airport,43.556702,122.199997,Tongliao Airport
Zhoushan_China,Beijing_China,HSN,NAY,29.9342,122.361999,Zhoushan Airport,39.782799,116.388001,Beijing Nanyuan Airport
Seoul_South Korea,Kunming_China,ICN,KMG,37.469101,126.450996,Incheon International Airport,25.101944,102.929167,Kunming Changshui International Airport
Seoul_South Korea,Xi'an_China,ICN,XIY,37.469101,126.450996,Incheon International Airport,34.447102,108.751999,Xi'an Xianyang International Airport
New York_US,Shanghai_China,JFK,PVG,40.639801,-73.7789,John F Kennedy International Airport,31.1434,121.805,Shanghai Pudong International Airport
Quzhou_China,Beijing_China,JUZ,NAY,28.965799,118.899002,Quzhou Airport,39.782799,116.388001,Beijing Nanyuan Airport
Jiuzhaigou_China,Shanghai_China,JZH,PVG,32.853333,103.682222,Jiuzhai Huanglong Airport,31.1434,121.805,Shanghai Pudong International Airport
Kaohsiung_Taiwan,Nanchang_China,KHH,KHN,22.577101,120.349998,Kaohsiung International Airport,28.865,115.900002,Nanchang Changbei International Airport
Kaohsiung_Taiwan,Wuhan_China,KHH,WUH,22.577101,120.349998,Kaohsiung International Airport,30.7838,114.208,Wuhan Tianhe International Airport
Nanchang_China,Guiyang_China,KHN,KWE,28.865,115.900002,Nanchang Changbei International Airport,26.5385,106.801002,Longdongbao Airport
Nanchang_China,Beijing_China,KHN,NAY,28.865,115.900002,Nanchang Changbei International Airport,39.782799,116.388001,Beijing Nanyuan Airport
Nanchang_China,Ninbo_China,KHN,NGB,28.865,115.900002,Nanchang Changbei International Airport,29.8267,121.461998,Ningbo Lishe International Airport
Nanchang_China,Nanjing_China,KHN,NKG,28.865,115.900002,Nanchang Changbei International Airport,31.742001,118.861999,Nanjing Lukou Airport
Nanchang_China,Shanghai_China,KHN,PVG,28.865,115.900002,Nanchang Changbei International Airport,31.1434,121.805,Shanghai Pudong International Airport
Nanchang_China,Shanghai_China,KHN,SHA,28.865,115.900002,Nanchang Changbei International Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Nanchang_China,Taipei_Taiwan,KHN,TPE,28.865,115.900002,Nanchang Changbei International Airport,25.0777,121.233002,Taiwan Taoyuan International Airport
Niigata_Japan,Shanghai_China,KIJ,PVG,37.955898,139.121002,Niigata Airport,31.1434,121.805,Shanghai Pudong International Airport
Osaka_Japan,Nanjing_China,KIX,NKG,34.427299,135.244003,Kansai International Airport,31.742001,118.861999,Nanjing Lukou Airport
Osaka_Japan,Yantai_China,KIX,YNT,34.427299,135.244003,Kansai International Airport,37.401699,121.372002,Yantai Laishan Airport
Kunming_China,Mianyang_China,KMG,MIG,25.101944,102.929167,Kunming Changshui International Airport,31.428101,104.740997,Mianyang Airport
Kunming_China,Ninbo_China,KMG,NGB,25.101944,102.929167,Kunming Changshui International Airport,29.8267,121.461998,Ningbo Lishe International Airport
Kunming_China,Yangon_Burma,KMG,RGN,25.101944,102.929167,Kunming Changshui International Airport,16.907301,96.133202,Yangon International Airport
Kunming_China,Taipei_Taiwan,KMG,TPE,25.101944,102.929167,Kunming Changshui International Airport,25.0777,121.233002,Taiwan Taoyuan International Airport
Kunming_China,Tianjin_China,KMG,TSN,25.101944,102.929167,Kunming Changshui International Airport,39.124401,117.346001,Tianjin Binhai International Airport
Kunming_China,Wenzhou_China,KMG,WNZ,25.101944,102.929167,Kunming Changshui International Airport,27.912201,120.851997,Wenzhou Longwan International Airport
Kanazawa_Japan,Shanghai_China,KMQ,PVG,36.3946,136.406998,Komatsu Airport,31.1434,121.805,Shanghai Pudong International Airport
Kagoshima_Japan,Shanghai_China,KOJ,PVG,31.8034,130.718994,Kagoshima Airport,31.1434,121.805,Shanghai Pudong International Airport
Guilin_China,Shanghai_China,KWL,SHA,25.2181,110.039001,Guilin Liangjiang International Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Lianyungang_China,Beijing_China,LYG,NAY,34.571667,118.873611,Lianyungang Airport,39.782799,116.388001,Beijing Nanyuan Airport
Lianyungang_China,Shanghai_China,LYG,SHA,34.571667,118.873611,Lianyungang Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Linyi_China,Beijing_China,LYI,NAY,35.046101,118.412003,Shubuling Airport,39.782799,116.388001,Beijing Nanyuan Airport
Linyi_China,Shanghai_China,LYI,SHA,35.046101,118.412003,Shubuling Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Melbourne_Australia,Shanghai_China,MEL,PVG,-37.673302,144.843002,Melbourne International Airport,31.1434,121.805,Shanghai Pudong International Airport
Melbourne_Australia,Wellington_New Zealand,MEL,WLG,-37.673302,144.843002,Melbourne International Airport,-41.327202,174.804993,Wellington International Airport
Mianyang_China,Shanghai_China,MIG,PVG,31.428101,104.740997,Mianyang Airport,31.1434,121.805,Shanghai Pudong International Airport
Manila_Philippines,Shanghai_China,MNL,PVG,14.5086,121.019997,Ninoy Aquino International Airport,31.1434,121.805,Shanghai Pudong International Airport
Matsuyama_Japan,Shanghai_China,MYJ,PVG,33.827202,132.699997,Matsuyama Airport,31.1434,121.805,Shanghai Pudong International Airport
Beijing_China,Qiqihar_China,NAY,NDG,39.782799,116.388001,Beijing Nanyuan Airport,47.239601,123.917999,Qiqihar Sanjiazi Airport
Beijing_China,Ninbo_China,NAY,NGB,39.782799,116.388001,Beijing Nanyuan Airport,29.8267,121.461998,Ningbo Lishe International Airport
Beijing_China,Shanghai_China,NAY,SHA,39.782799,116.388001,Beijing Nanyuan Airport,31.197901,121.335999,Shanghai Hongqiao International Airport
Beijing_China,Shenzhen_China,NAY,SZX,39.782799,116.388001,Beijing Nanyuan Airport,22.639299,113.810997,Shenzhen Bao'an International Airport
Beijing_China,Yulin_China,NAY,UYN,39.782799,116.388001,Beijing Nanyuan Airport,38.35971,109.590927,Yulin Yuyang Airport
Beijing_China,Wenzhou_China,NAY,WNZ,39.782799,116.388001,Beijing Nanyuan Airport,27.912201,120.851997,Wenzhou Longwan International Airport
Beijing_China,Wuhai_China,NAY,WUA,39.782799,116.388001,Beijing Nanyuan Airport,39.7934,106.7993,Wuhai Airport
Beijing_China,Xiangfan_China,NAY,XFN,39.782799,116.388001,Beijing Nanyuan Airport,32.1506,112.291,Xiangyang Liuji Airport
Beijing_China,Xilinhot_China,NAY,XIL,39.782799,116.388001,Beijing Nanyuan Airport,43.9156,115.963997,Xilinhot Airport
Beijing_China,Xiamen_China,NAY,XMN,39.782799,116.388001,Beijing Nanyuan Airport,24.544001,118.127998,Xiamen Gaoqi International Airport
Beijing_China,Zhanjiang_China,NAY,ZHA,39.782799,116.388001,Beijing Nanyuan Airport,21.214399,110.358002,Zhanjiang Airport
Qiqihar_China,Qingdao_China,NDG,TAO,47.239601,123.917999,Qiqihar Sanjiazi Airport,36.266102,120.374,Liuting Airport
Ninbo_China,Wuhan_China,NGB,WUH,29.8267,121.461998,Ningbo Lishe International Airport,30.7838,114.208,Wuhan Tianhe International Airport
Nagoya_Japan,Qingdao_China,NGO,TAO,34.858398,136.804993,Chubu Centrair International Airport,36.266102,120.374,Liuting Airport
Nagoya_Japan,Tianjin_China,NGO,TSN,34.858398,136.804993,Chubu Centrair International Airport,39.124401,117.346001,Tianjin Binhai International Airport
Nagasaki_Japan,Shanghai_China,NGS,PVG,32.916901,129.914002,Nagasaki Airport,31.1434,121.805,Shanghai Pudong International Airport
Nanjing_China,Nanning_China,NKG,NNG,31.742001,118.861999,Nanjing Lukou Airport,22.608299,108.171997,Nanning Wuxu Airport
Nanjing_China,Tokyo_Japan,NKG,NRT,31.742001,118.861999,Nanjing Lukou Airport,35.764702,140.386002,Narita International Airport
Nanjing_China,Beijing_China,NKG,PEK,31.742001,118.861999,Nanjing Lukou Airport,40.080101,116.584999,Beijing Capital International Airport
Nanjing_China,Busan_South Korea,NKG,PUS,31.742001,118.861999,Nanjing Lukou Airport,35.179501,128.938004,Gimhae International Airport
Nanjing_China,Qingdao_China,NKG,TAO,31.742001,118.861999,Nanjing Lukou Airport,36.266102,120.374,Liuting Airport
